DOI,ACCENUMB,ORIGCTY,DECLATITUDE,DECLONGITUDE,Pred_Resistencia,Probabilidad_Resistencia
10.18730/K1XS9,G3436,MEX,22.65,-103.7,0,0.00029308547
10.18730/K1XN5,G3431,MEX,23.85,-103.03,0,0.00013810757
10.18730/K1XH1,G3427,MEX,23.64,-103.62,0,0.0003182859
10.18730/K1XK3,G3429,MEX,22.96,-102.73,0,0.00020754918
10.18730/K1XFU,G3425,MEX,22.49,-101.97,0,0.00023244091
10.18730/S2D9E,G3418A,MEX,20.0,-97.59,1,0.9967332
10.18730/K1XAZ,G3420,MEX,23.85,-103.11,0,0.00015176002
10.18730/K1X9Y,G3417,MEX,19.05,-97.97,0,0.00029022063
10.18730/K1WM9,G3414,MEX,18.66,-97.64,0,0.00037754234
10.18730/K1XC~,G3415,MEX,18.99,-98.44,0,0.00020524238
10.18730/K1X8X,G3416,MEX,19.02,-98.4,0,0.00023083157
10.18730/K1X5T,G3412,MEX,19.37,-98.56,0,0.00023842826
10.18730/K1X3R,G3410,MEX,19.28,-98.52,0,0.00017437481
10.18730/K1X2Q,G3409,MEX,18.18,-97.17,0,0.0010466789
10.18730/K1WZM,G3406,MEX,19.11,-98.32,0,0.00025043782
10.18730/K1WVG,G3402,MEX,19.29,-98.48,0,0.00021287355
10.18730/K1WSE,G3400,MEX,19.24,-98.51,0,0.00024438073
10.18730/S4K7*,G3399A,MEX,19.13,-98.46,0,0.00012245194
10.18730/K1WQC,G3397,MEX,19.12,-97.94,0,0.0006506698
10.18730/K1WPB,G3396,MEX,19.04,-98.39,0,0.00024118542
10.18730/K1WNA,G3395,MEX,19.0,-98.37,0,0.00027048922
10.18730/K3GF3,G3394,MEX,19.02,-98.36,0,0.0002508876
10.18730/K1WH6,G3392,MEX,19.2,-98.47,0,0.00018860781
10.18730/K1WG5,G3391,MEX,19.09,-98.33,0,0.00022075279
10.18730/K1WF4,G3390,MEX,18.99,-97.46,0,0.0008031613
10.18730/K1W8$,G3382,MEX,18.97,-97.84,0,0.0003041316
10.18730/K1WAU,G3383,MEX,18.9,-98.42,0,0.00020775091
10.18730/K1WK8,G3384,MEX,19.12,-98.49,0,0.00016027647
10.18730/PE879,G3377,MEX,18.52,-97.49,0,0.0004280323
10.18730/K1W5Z,G3379,MEX,19.87,-97.58,1,0.99023217
10.18730/K1W9=,G3375,MEX,18.52,-97.87,0,0.00027401178
10.18730/K1VZS,G3370,MEX,19.87,-97.45,1,0.9968761
10.18730/K1W0T,G3371,MEX,18.99,-97.77,0,0.00035037694
10.18730/K1W1V,G3372,MEX,18.5,-97.52,0,0.00031893075
10.18730/K1W3X,G3373,MEX,19.1,-97.56,0,0.000494011
10.18730/K1VVN,G3366,MEX,19.91,-97.41,1,0.99957794
10.18730/K1VPG,G3361,MEX,19.1,-97.42,0,0.0010072212
10.18730/K1W2W,G3364,MEX,19.79,-97.32,1,0.9933414
10.18730/K1VQH,G3362,MEX,19.22,-98.39,0,0.0002650584
10.18730/K1VKD,G3357,MEX,19.5,-97.34,0,0.0011742567
10.18730/K1VME,G3359,MEX,20.29,-97.99,0,0.051116146
10.18730/K1VE8,G3350,MEX,18.84,-97.57,0,0.00040493134
10.18730/K1VGA,G3344,MEX,19.62,-97.62,0,0.0012429476
10.18730/K1VA4,G3346,MEX,19.84,-97.39,1,0.98817444
10.18730/K1V71,G3343,MEX,19.62,-97.82,0,0.0006276587
10.18730/K1V4=,G3341,MEX,18.9,-98.57,0,0.00039617694
10.18730/K1V0Z,G3337,MEX,19.48,-97.38,0,0.000705002
10.18730/K1TZY,G3336,MEX,19.3,-98.43,0,0.00021100332
10.18730/K1VHB,G3335,MEX,18.58,-98.06,0,0.00032647126
10.18730/K1TSR,G3330,MEX,19.37,-97.61,0,0.00090355607
10.18730/K1GBQ,G2927,MEX,16.75,-93.04,0,0.00015769423
10.18730/K1FZB,G2914,MEX,19.95,-102.3,0,0.00019548301
10.18730/K1G9N,G2911,MEX,18.58,-100.88,0,0.0004879211
10.18730/K1FR4,G2905,MEX,19.07,-97.03,1,0.9867862
10.18730/K1FS5,G2906,MEX,18.25,-97.13,0,0.00069075805
10.18730/K1FT6,G2907,MEX,16.92,-96.34,0,9.6646836e-05
10.18730/K1G3F,G2903,MEX,18.37,-97.27,0,0.00037833356
10.18730/K1G4G,G2904,MEX,17.96,-96.19,0,0.008427342
10.18730/K1F1J,G2879,MEX,28.58,-109.57,0,0.00045434796
10.18730/K1FCX,G2876,MEX,20.42,-104.52,0,0.00244752
10.18730/K1FBW,G2875,MEX,21.3,-100.52,0,0.00014597429
10.18730/K1F9T,G2873,MEX,19.7,-101.12,0,0.00015074726
10.18730/K1ER9,G2870,MEX,19.52,-101.6,0,0.00021579092
10.18730/K1ESA,G2871,MEX,19.47,-101.73,0,0.00033068573
10.18730/K1EQ8,G2869,MEX,21.22,-104.77,0,0.002856997
10.18730/K1F5P,G2867,MEX,21.53,-104.88,0,0.00078841805
10.18730/K1F6Q,G2868,MEX,22.82,-105.12,0,0.0064440314
10.18730/JZA5$,G284,MEX,16.73,-98.61,0,0.00060222845
10.18730/K1E0P,G2832,MEX,19.98,-102.27,0,0.0001802109
10.18730/K1E7X,G2833,MEX,20.0,-102.17,0,0.00029827878
10.18730/S4K4X,G2831C,MEX,20.67,-103.33,0,0.00043532692
10.18730/K1E2R,G2830,MEX,19.58,-102.48,0,0.00016148527
10.18730/K1DPC,G2820,MEX,21.88,-102.3,0,0.00014554276
10.18730/JZ9GD,G282,MEX,17.08,-97.0,0,0.00014110115
10.18730/JZ9EB,G280,MEX,16.99,-96.79,0,0.00013508135
10.18730/K1D0V,G2788,MEX,23.64,-103.66,0,0.0002680184
10.18730/K1CFA,G2785,MEX,26.93,-105.67,0,0.0001940808
10.18730/K1CGB,G2786,MEX,23.86,-104.24,0,0.00019048995
10.18730/JZ9C9,G278,MEX,17.42,-96.82,0,0.00023552781
10.18730/K1CHC,G2778,MEX,26.94,-107.17,0,0.004253945
10.18730/K1C94,G2777,MEX,26.85,-107.45,0,0.0025031108
10.18730/K1C61,G2774,MEX,27.07,-106.17,0,0.00031949132
10.18730/K1CJD,G2772,MEX,24.79,-104.45,0,0.00027746137
10.18730/K1C50,G2773,MEX,24.74,-104.34,0,0.00021717799
10.18730/S5B2J,G2771A,MEX,21.09,-104.42,0,0.00032878388
10.18730/K1C1~,G2770,MEX,19.77,-103.12,0,0.0001494396
10.18730/K19AM,G2670,MEX,19.32,-97.95,0,0.00061507046
10.18730/K192C,G2662,MEX,18.37,-97.5,0,0.00030233082
10.18730/K196G,G2648,MEX,19.0,-102.17,0,0.0005206011
10.18730/K18V5,G2646,MEX,19.97,-101.13,0,0.0002385599
10.18730/K18FY,G2643,MEX,20.28,-102.34,0,0.00022688106
10.18730/S2D49,G2636A,MEX,20.14,-103.06,0,0.00020100301
10.18730/K18J~,G2637,MEX,21.18,-102.47,0,0.00027207212
10.18730/K185M,G2632,MEX,19.54,-103.4,0,0.00022133977
10.18730/K184K,G2631,MEX,19.64,-103.42,0,0.00019418944
10.18730/K17VA,G2622,MEX,20.49,-101.73,0,0.00021259383
10.18730/K17N4,G2616,MEX,21.05,-101.72,0,0.00037321183
10.18730/K17K2,G2614,MEX,21.14,-101.74,0,0.00013571333
10.18730/K17R7,G2610,MEX,16.46,-91.78,1,0.98252493
10.18730/K17BZ,G2606,MEX,16.33,-91.99,0,0.0042702532
10.18730/K14GE,G2503,MEX,23.59,-103.25,0,0.00023731127
10.18730/K14FD,G2502,MEX,19.71,-96.86,1,0.9981224
10.18730/K14CA,G2499,MEX,19.14,-98.17,0,0.00041644226
10.18730/K1486,G2494,MEX,17.29,-96.5,0,0.0015425656
10.18730/K1475,G2493,MEX,17.32,-96.47,0,0.002243026
10.18730/K1464,G2492,MEX,16.57,-96.74,0,0.000121439014
10.18730/K13X*,G2483,MEX,19.81,-104.21,0,0.000438216
10.18730/K13TX,G2480,MEX,20.25,-103.56,0,0.00019037085
10.18730/K13QT,G2477,MEX,19.47,-103.32,0,0.00022187307
10.18730/K1420,G2470,MEX,18.22,-100.52,0,0.00024853085
10.18730/K13EH,G2468,MEX,20.38,-101.16,0,0.00016147019
10.18730/K138B,G2462,MEX,23.38,-105.38,0,0.36153853
10.18730/K13SW,G2461,MEX,24.54,-104.75,0,0.00020497563
10.18730/JYASX,G24604,MEX,17.03,-96.77,0,9.2763185e-05
10.18730/JYAEJ,G24605,MEX,20.7,-102.42,0,0.00024751213
10.18730/S4EX5,G24603A,MEX,16.5,-92.49,0,0.026047852
10.18730/JYABF,G24602,MEX,16.71,-92.86,0,0.0007580601
10.18730/S6MXS,G24600A,MEX,16.47,-92.44,0,0.004453736
10.18730/PHQDF,G24599,MEX,16.48,-92.52,0,0.00014132279
10.18730/JYA26,G24595,MEX,16.48,-92.57,0,8.6412336e-05
10.18730/JYA15,G24594,MEX,16.75,-92.9,0,0.00033614523
10.18730/JY9KW,G24591,MEX,16.33,-92.43,0,9.852108e-05
10.18730/JY9GS,G24589,MEX,16.25,-91.83,0,0.0049115196
10.18730/JY9NY,G24587,MEX,16.44,-92.59,0,0.0001042026
10.18730/JY9Y2,G24588,MEX,16.33,-92.38,0,0.00013610978
10.18730/PG9V0,G24582,MEX,16.33,-92.45,0,0.00012741087
10.18730/S6MTP,G24581C,MEX,16.47,-92.54,0,0.00025796756
10.18730/JY97G,G24580,MEX,16.47,-92.59,0,0.0001419646
10.18730/S1GSV,G24577A,MEX,16.82,-92.24,0,0.023555994
10.18730/S4EW4,G24575A,MEX,16.63,-96.58,0,0.0007372592
10.18730/JY8N=,G24576,MEX,16.8,-96.52,0,0.00014062083
10.18730/S6MRM,G24574A,MEX,16.47,-96.53,0,0.00010772364
10.18730/JY8FX,G24573,MEX,16.22,-96.7,0,0.002604996
10.18730/S56CG,G24572A,MEX,15.98,-96.52,0,0.00817237
10.18730/JY8EW,G24570,MEX,17.08,-97.42,0,0.00020045163
10.18730/K12V=,G2451,MEX,16.99,-92.94,0,0.0008548647
10.18730/K137A,G2445,MEX,16.77,-92.07,0,0.045535445
10.18730/JRANQ,G24432,MEX,19.19,-97.02,1,0.9958722
10.18730/JRA46,G24430,MEX,20.04,-97.52,1,0.9366274
10.18730/JRAJM,G24429,MEX,19.94,-97.59,1,0.9956631
10.18730/JY78V,G24393,MEX,20.12,-103.18,0,0.00026872844
10.18730/JY75R,G24390,MEX,21.35,-104.53,0,0.00060600037
10.18730/JY76S,G24391,MEX,20.97,-104.48,0,0.0022286302
10.18730/JY77T,G24392,MEX,20.73,-102.53,0,0.00042804377
10.18730/JY73P,G24388,MEX,21.0,-103.82,0,0.00031061142
10.18730/JY74Q,G24389,MEX,20.83,-103.33,0,0.0003574934
10.18730/JY6TD,G24387,MEX,20.44,-103.32,0,0.00016202108
10.18730/K3FSJ,G24385,MEX,20.4,-103.58,0,0.00018417576
10.18730/JY6N8,G24386,MEX,21.0,-103.42,0,0.00038349995
10.18730/JY70K,G24384,MEX,20.41,-103.67,0,0.0002239139
10.18730/JY6VE,G24379,MEX,20.97,-103.72,0,0.00017545138
10.18730/JY6XG,G24381,MEX,20.72,-103.28,0,0.00083281874
10.18730/S566A,G24377A,MEX,20.1,-102.92,0,0.00020430228
10.18730/JY71M,G24378,MEX,16.4,-97.08,0,0.00015572214
10.18730/PG9KX,G24374,MEX,19.17,-100.2,0,0.00018175626
10.18730/PG9MY,G24375,MEX,19.09,-100.33,0,0.00029671824
10.18730/JY6RB,G24376,MEX,19.17,-100.32,0,0.00032969288
10.18730/JY6SC,G24371,MEX,19.4,-103.37,0,0.00027185198
10.18730/JY6P9,G24372,MEX,18.88,-100.25,0,0.00039195394
10.18730/JY6QA,G24373,MEX,18.65,-100.4,0,0.00048607928
10.18730/PG9JW,G24370,MEX,20.4,-102.33,0,0.00017426976
10.18730/S6MMG,G24366A,MEX,20.48,-103.4,0,0.00016829373
10.18730/JY6J5,G24367,MEX,20.2,-102.45,0,0.00014500156
10.18730/JY6H4,G24365,MEX,19.4,-103.53,0,0.00013693851
10.18730/JY6F2,G24363,MEX,19.28,-103.17,0,0.0013803528
10.18730/JY6G3,G24364,MEX,19.4,-103.33,0,0.00054937863
10.18730/JY6CU,G24359,MEX,20.62,-103.15,0,0.00016609437
10.18730/JY6D0,G24360,MEX,20.77,-103.53,0,0.00014931597
10.18730/JY61S,G24361,MEX,19.28,-103.25,0,0.000755081
10.18730/K3GVF,G24362,MEX,19.3,-103.08,0,0.00017654168
10.18730/JY6B=,G24358,MEX,19.3,-100.42,0,0.0002009419
10.18730/PG9HV,G24356,MEX,17.17,-100.4,0,0.00023473264
10.18730/JY6A$,G24357,MEX,18.38,-100.07,0,0.0004964529
10.18730/JY68*,G24354,MEX,17.35,-99.48,0,0.0009239634
10.18730/JY66Y,G24351,MEX,19.57,-104.22,0,0.007351138
10.18730/JY5SH,G24352,MEX,20.1,-102.87,0,0.00029026184
10.18730/JY6E1,G24353,MEX,24.18,-104.4,0,0.00016339753
10.18730/JY64W,G24348,MEX,19.6,-103.55,0,0.005356072
10.18730/JY65X,G24349,MEX,19.7,-104.2,0,0.00015675754
10.18730/K3GTE,G24350,MEX,19.62,-104.2,0,0.0015634953
10.18730/S6MKF,G24345A,MEX,21.03,-104.48,0,0.00032062334
10.18730/JY62T,G24346,MEX,20.42,-103.58,0,0.00017042336
10.18730/JY63V,G24347,MEX,19.6,-103.53,0,0.00084828323
10.18730/K3FRH,G24343,MEX,20.17,-103.92,0,0.00032156834
10.18730/JY67Z,G24344,MEX,20.58,-103.33,0,0.00016565957
10.18730/JY5XN,G24339,MEX,20.13,-103.88,0,0.00094931206
10.18730/JY5YP,G24340,MEX,20.13,-103.9,0,0.0009412025
10.18730/JY5ZQ,G24341,MEX,20.18,-103.9,0,0.00038268426
10.18730/JY5VK,G24337,MEX,20.12,-103.85,0,0.0013043121
10.18730/S3PYF,G24334B,MEX,20.08,-103.85,0,0.0008843598
10.18730/JY5QF,G24330,MEX,19.6,-103.37,0,0.00011686472
10.18730/PG9CP,G24332,MEX,19.95,-103.78,0,0.0005386434
10.18730/K128G,G2433,MEX,21.79,-102.36,0,0.0002463343
10.18730/S6MHD,G24329A,MEX,19.92,-103.35,0,0.00030339978
10.18730/JY5PE,G24328,MEX,19.45,-104.37,0,0.0004069347
10.18730/JY5ND,G24327,MEX,19.57,-104.38,0,0.0011540821
10.18730/JY5MC,G24326,MEX,20.78,-104.2,0,0.00020615202
10.18730/JY5KB,G24325,MEX,20.65,-103.7,0,0.00015276164
10.18730/S3PXE,G24324A,MEX,20.57,-103.15,0,0.00017750497
10.18730/JY5C4,G24323,MEX,17.08,-93.08,0,0.0004885659
10.18730/S1GJM,G24276D,MEX,27.0,-107.72,0,0.00034157254
10.18730/PGCTN,G24277,MEX,27.17,-107.25,0,0.0013815843
10.18730/K123B,G2408,MEX,27.4,-108.85,0,0.0005582099
10.18730/S489F,G24009B,MEX,24.71,-100.02,0,0.0007778803
10.18730/JVYCT,G23850,MEX,24.87,-100.14,0,0.00072401663
10.18730/JXWHH,G23677,MEX,20.67,-102.38,0,0.00015424068
10.18730/JXWJJ,G23678,MEX,20.9,-102.37,0,0.0004631397
10.18730/PGCQJ,G23650,MEX,19.7,-100.55,0,0.00012461795
10.18730/JXVGN,G23651,MEX,19.7,-100.47,0,5.992489e-05
10.18730/JXVFM,G23649,MEX,19.57,-100.47,0,8.052589e-05
10.18730/K105Q,G2362,MEX,16.23,-93.95,0,0.0006237074
10.18730/PG75S,G23590,MEX,17.57,-96.55,0,0.26260358
10.18730/PG76T,G23591,MEX,16.28,-95.88,0,0.0004019802
10.18730/K10H=,G2359,MEX,16.27,-95.6,0,0.001065701
10.18730/PGCNG,G23555,MEX,23.92,-104.57,0,0.00015385024
10.18730/JXMSW,G23556,MEX,24.0,-104.73,0,0.000216644
10.18730/S4D8T,G23554F,MEX,24.2,-104.1,0,0.0002738535
10.18730/JXMBE,G23550,MEX,21.25,-103.17,0,0.0002332717
10.18730/JXMCF,G23551,MEX,23.33,-105.88,0,0.0024027936
10.18730/JXMDG,G23552,MEX,23.6,-104.33,0,0.0003559883
10.18730/JXM9C,G23548,MEX,23.48,-105.93,0,0.0044094874
10.18730/K0ZYG,G2355,MEX,16.0,-95.75,0,0.00079144933
10.18730/S548P,G23547A,MEX,24.03,-104.0,0,0.00015748311
10.18730/PGCKE,G23545,MEX,24.33,-104.28,0,0.00013590047
10.18730/S5SYD,G23542A,MEX,18.97,-99.03,0,0.0001908836
10.18730/PG72P,G23543,MEX,18.96,-99.11,0,0.00017731568
10.18730/JXC8E,G23544,MEX,19.0,-99.07,0,0.00069544814
10.18730/JXCW$,G23541,MEX,18.67,-99.32,0,0.00023583072
10.18730/K0ZXF,G2354,MEX,16.73,-92.62,0,0.051085416
10.18730/PG71N,G23540,MEX,19.0,-99.13,0,0.00058630446
10.18730/JXC7D,G23536,MEX,18.82,-98.75,0,0.00025959374
10.18730/K3NCC,G23535,MEX,18.95,-99.08,0,0.00013744045
10.18730/JXCGP,G23533,MEX,18.83,-99.4,0,0.00022360774
10.18730/JXC4A,G23534,MEX,18.97,-99.08,0,0.0001351794
10.18730/JXCMT,G23530,MEX,18.95,-99.5,0,0.00021042972
10.18730/JXCDK,G23531,MEX,18.9,-99.97,0,0.0005269513
10.18730/PGCFA,G23526,MEX,19.0,-99.0,0,0.00027802645
10.18730/JXBQ$,G23522,MEX,18.87,-98.82,0,0.00023819241
10.18730/S6HJX,G23511A,MEX,19.72,-104.2,0,0.00019452823
10.18730/JXBJX,G23512,MEX,20.26,-103.94,0,0.0006440489
10.18730/JXBX3,G23510,MEX,19.73,-104.22,0,0.00019034998
10.18730/JXCFN,G23507,MEX,19.53,-103.58,0,0.03784188
10.18730/JXBZ5,G23505,MEX,18.98,-99.1,0,0.00021717699
10.18730/PGCB6,G23506,MEX,19.92,-103.33,0,0.0009966481
10.18730/PHX09,G23482,MEX,21.68,-103.05,0,0.0003429866
10.18730/JXGH3,G23480,MEX,21.22,-101.8,0,0.00015624464
10.18730/JXBSU,G23470,MEX,17.32,-96.03,1,0.9305017
10.18730/S34PQ,G2346B,MEX,16.75,-92.63,0,0.027433963
10.18730/JXCRY,G23468,MEX,18.9,-99.03,0,0.00020070178
10.18730/JXD01,G23466,MEX,18.9,-99.0,0,0.00017477917
10.18730/JXCQX,G23467,MEX,18.94,-99.02,0,0.00012493313
10.18730/JXCT*,G23465,MEX,19.0,-99.02,0,0.0006647925
10.18730/JXD9A,G23463,MEX,28.33,-108.5,0,0.0021008512
10.18730/JX3Y7,G23433,MEX,20.32,-101.2,0,0.00020236238
10.18730/JX3BS,G23431,MEX,19.03,-100.05,0,0.0004617236
10.18730/JX3K~,G23432,MEX,18.95,-99.43,0,0.00059196673
10.18730/JX39Q,G23430,MEX,17.57,-99.41,0,0.00017907064
10.18730/S1NT3,G2342A,MEX,16.55,-92.47,0,0.009472577
10.18730/JX2T8,G23429,MEX,18.97,-98.38,0,0.0002557488
10.18730/S4BC3,G23415G,MEX,21.13,-99.62,0,0.0009143701
10.18730/K0ZH3,G2340,MEX,16.13,-91.92,0,0.0024380127
10.18730/K0YH8,G2295,MEX,18.87,-97.1,1,0.60861045
10.18730/S2SM2,G22840A,MEX,17.28,-97.69,0,0.00016272787
10.18730/JWGSQ,G22839,MEX,19.04,-99.27,0,0.005360265
10.18730/JRB2U,G22836,MEX,19.87,-97.43,1,0.9952118
10.18730/JWG0=,G22837,MEX,26.93,-106.42,0,0.00036193544
10.18730/JRAVX,G22833,MEX,18.44,-95.02,1,0.75881684
10.18730/K3ENK,G22830,MEX,23.37,-100.75,0,0.00023827438
10.18730/JRA8A,G22829,MEX,23.66,-100.72,0,0.00026915126
10.18730/JR9DM,G22828,MEX,21.85,-100.74,0,0.00021248298
10.18730/JR8RU,G22825,MEX,17.72,-97.32,0,0.00015304507
10.18730/JR97E,G22826,MEX,22.46,-100.71,0,0.00028150136
10.18730/JR8Y5,G22827,MEX,21.8,-100.7,0,0.0001906297
10.18730/JR929,G22824,MEX,17.73,-97.37,0,0.00014184676
10.18730/JR907,G22822,MEX,17.57,-97.35,0,0.00017042596
10.18730/S4TVH,G22821A,MEX,17.52,-97.32,0,0.00013158284
10.18730/K0Y0W,G2282,MEX,18.88,-96.95,0,0.029856237
10.18730/S4TTG,G22817A,MEX,16.87,-96.78,0,0.00024874753
10.18730/JR8V2,G22818,MEX,16.98,-96.77,0,0.0001619292
10.18730/JR8T1,G22816,MEX,16.78,-96.67,0,0.00013247985
10.18730/JR85H,G22811,MEX,19.9,-100.45,0,0.00015104409
10.18730/JR89N,G22815,MEX,17.15,-96.75,0,9.0623245e-05
10.18730/JR87K,G22806,MEX,16.09,-96.46,0,0.018247042
10.18730/JR7S5,G22803,MEX,16.32,-96.61,0,0.00014841997
10.18730/JR7YA,G22804,MEX,16.05,-96.43,0,0.00579863
10.18730/JR8ET,G22809,MEX,18.36,-99.86,0,0.00024685767
10.18730/JR7X9,G22808,MEX,16.82,-92.52,1,0.8985103
10.18730/S2N13,G22801A,MEX,15.92,-96.17,0,0.00039194242
10.18730/JR83F,G22802,MEX,16.07,-96.77,0,0.0005346605
10.18730/JR82E,G22800,MEX,15.75,-96.45,0,0.00090441835
10.18730/K0XPJ,G2280,MEX,18.45,-97.38,0,0.0004156881
10.18730/JR80C,G22798,MEX,17.54,-97.35,0,0.00013023583
10.18730/JR7G~,G22790,MEX,18.14,-100.39,0,0.00024279841
10.18730/JR6YF,G22786,MEX,19.24,-97.89,0,0.0011156986
10.18730/K0X1$,G2249,MEX,27.44,-109.57,0,0.0005920677
10.18730/JW1YX,G22309,MEX,18.93,-99.08,0,0.00014936937
10.18730/JVRKT,G22143,MEX,21.46,-100.89,0,0.00011088374
10.18730/JVQ7K,G22091,MEX,19.31,-97.76,0,0.00043376748
10.18730/JVQBQ,G22070,MEX,28.62,-106.07,0,0.00069602067
10.18730/JVPZB,G22047,MEX,20.47,-100.99,0,0.0003887163
10.18730/JVPH$,G22026,MEX,27.96,-106.12,0,0.000391501
10.18730/JVPJ=,G22027,MEX,27.63,-105.95,0,0.0005559188
10.18730/JVPG~,G22025,MEX,26.81,-107.1,0,0.008132436
10.18730/JVPF*,G22024,MEX,16.78,-92.34,1,0.87468493
10.18730/K0VKS,G2193,MEX,25.42,-101.0,0,0.0014810574
10.18730/JVYDV,G21192,MEX,24.71,-100.14,0,0.00093834667
10.18730/JVY6M,G21193,MEX,24.53,-99.79,0,0.0010206962
10.18730/JVY2G,G21191,MEX,23.79,-100.14,0,0.00031123124
10.18730/JVW6Y,G21161,MEX,24.21,-100.1,0,0.00065776805
10.18730/JVWH4,G21156,MEX,24.24,-99.69,0,0.00047312764
10.18730/JVW0R,G21152,MEX,24.32,-99.79,0,0.00031090144
10.18730/JVVMC,G21142,MEX,23.45,-100.19,0,0.0002060459
10.18730/JVVB3,G21139,MEX,23.4,-99.99,0,0.0009230434
10.18730/JVTPK,G21126,MEX,24.41,-99.8,0,0.00072286534
10.18730/JVWCU,G19936,MEX,23.96,-99.77,0,0.00044180427
10.18730/K0KNY,G1939,MEX,14.9,-92.28,0,0.0012608172
10.18730/JMKFM,G19207,MEX,18.92,-102.63,0,0.00031955985
10.18730/JMJTU,G19167,MEX,17.3,-96.92,0,9.867104e-05
10.18730/JMJW1,G19169,MEX,26.87,-107.08,0,0.0070468523
10.18730/PEW0D,G19161,MEX,19.03,-97.03,1,0.972243
10.18730/JMJMY,G19163,MEX,17.33,-96.9,0,0.00013277706
10.18730/S41AE,G19158C,MEX,19.11,-98.47,0,0.0001127362
10.18730/JMJJW,G19155,MEX,17.52,-96.91,0,0.00044253242
10.18730/PEVXA,G19153,MEX,18.02,-98.18,0,0.0006904431
10.18730/JMJ0A,G19122,MEX,16.8,-96.66,0,0.00021047186
10.18730/JMHEX,G19116,MEX,19.71,-100.57,0,0.0001190473
10.18730/JMHGZ,G19118,MEX,19.06,-101.55,0,0.00032029767
10.18730/JMHNU,G19111,MEX,20.07,-102.73,0,0.00013462166
10.18730/JMHQ1,G19113,MEX,19.73,-101.08,0,0.00019010111
10.18730/JMHK$,G19107,MEX,18.97,-99.61,0,0.001151733
10.18730/JMHH*,G19104,MEX,19.63,-98.96,0,0.00023656736
10.18730/JMH4K,G19102,MEX,19.12,-98.78,0,0.00028174167
10.18730/JMH3J,G19101,MEX,19.34,-98.74,0,0.053934023
10.18730/JMHDW,G19099,MEX,19.51,-98.91,0,0.00020694923
10.18730/JMGWB,G19095,MEX,19.27,-98.9,0,0.0002259657
10.18730/JMH1G,G19085,MEX,20.3,-103.89,0,0.0025440666
10.18730/K3DPS,G19076,MEX,20.84,-102.78,0,0.00061391667
10.18730/JMGGU,G19078,MEX,21.18,-102.49,0,0.00031721801
10.18730/JMGN4,G19069,MEX,20.17,-103.07,0,0.00036034637
10.18730/PEVAW,G19057,MEX,18.32,-101.49,0,0.00047733303
10.18730/JMGBZ,G19058,MEX,17.25,-100.67,0,0.00039561026
10.18730/JMG5S,G19053,MEX,21.02,-100.79,0,0.00014926727
10.18730/JMG7V,G19054,MEX,20.58,-101.2,0,0.00032702045
10.18730/JMFK7,G19042,MEX,25.52,-103.54,0,0.0004918571
10.18730/PEV5Q,G19035,MEX,16.72,-93.64,0,0.00021912696
10.18730/S2HP7,G19027A,MEX,16.82,-92.92,0,0.00021420102
10.18730/JMFG4,G19028,MEX,16.05,-92.12,0,0.0001369457
10.18730/JMFC0,G19030,MEX,15.86,-91.97,0,0.00014623956
10.18730/PEV0J,G19020,MEX,16.57,-92.71,0,8.94617e-05
10.18730/JMEYQ,G19018,MEX,23.37,-109.76,0,0.0004489389
10.18730/JMFBU,G19017,MEX,22.08,-102.17,0,0.00019851574
10.18730/JMD53,G18963,MEX,30.91,-109.47,0,0.000599389
10.18730/S11FJ,G18962A,MEX,27.73,-108.75,0,0.0004813053
10.18730/JMBKV,G18851,MEX,27.0,-105.47,0,0.00021748677
10.18730/PESRF,G18797,MEX,14.91,-92.3,0,0.0007257046
10.18730/JM9G$,G18761,MEX,18.75,-97.84,0,0.00036395298
10.18730/S1TB0,G18758A,MEX,19.44,-98.15,0,0.00032740852
10.18730/JM8E0,G18721,MEX,16.79,-98.25,0,0.00080717553
10.18730/PERTP,G18715,MEX,20.22,-104.17,0,0.00020970545
10.18730/JTJN~,G18443,MEX,19.62,-99.8,0,0.0011503377
10.18730/K0G1S,G1824,MEX,27.73,-108.65,0,0.0005636756
10.18730/K0GG3,G1823,MEX,21.82,-105.22,0,0.0009961852
10.18730/K3P50,G1821,MEX,21.21,-104.75,0,0.0028134047
10.18730/JT8N9,G18092,MEX,18.29,-100.27,0,0.0009211484
10.18730/JT8PA,G18093,MEX,20.84,-103.72,0,0.00023659354
10.18730/JT8ZK,G18090,MEX,20.37,-100.47,0,0.000103471364
10.18730/K0G0R,G1805,MEX,20.28,-102.57,0,0.00024147188
10.18730/K0FYP,G1803,MEX,20.35,-102.77,0,0.00035560163
10.18730/S1NR1,G1795A,MEX,20.02,-102.6,0,0.00012394812
10.18730/K0FH9,G1789,MEX,19.8,-101.17,0,0.0001233634
10.18730/JNH58,G17746,MEX,20.93,-98.1,0,0.005538462
10.18730/K0F1Y,G1769,MEX,19.28,-99.82,0,0.0029992627
10.18730/JZ63F,G171,MEX,16.66,-98.11,0,0.0007831466
10.18730/JQBW0,G17057,MEX,20.67,-103.47,0,0.00037418675
10.18730/JQAW5,G17050,MEX,19.53,-96.96,1,0.9975666
10.18730/JZ61D,G169,MEX,16.71,-98.4,0,0.0008998883
10.18730/JHBS*,G16799,MEX,18.43,-100.07,0,0.00028853022
10.18730/JHBBJ,G16410,MEX,19.83,-97.48,1,0.99107164
