DOI,ACCENUMB,CURATION,GENUS,SPECIES,GRIN_NAME,SAMPSTAT,ACQDATE,ORIGCTY,COLLSITE,DECLATITUDE,DECLONGITUDE,ELEVATION,COLLDATE
10.18730/JVFGZ,G22333,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860501,GEO,"SE ONI, ONCEVI - RAYON ONI - UPPER RACA",42.56,43.5,,19860501.0
10.18730/JVFY8,G22332,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860501,GEO,"2 KM NE MESTIA, LAGAMI - RAYON MESTIA - UPPER SVANETIA",43.05,42.73,,19860501.0
10.18730/JW1WV,G22307,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19870301,MEX,AMATLAN - TLALNEPANTLA - MORELOS,18.97,-99.03,1700.0,19870301.0
10.18730/JW1XW,G22308,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19870301,MEX,TEPOZTLAN-YAUTEPEC ROAD - TEPOZTLAN - MORELOS,18.98,-99.1,1450.0,19870301.0
10.18730/JW1YX,G22309,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19870301,MEX,"MI BOHIO, TEPOZTLAN-YAUTEPEC ROAD - TEPOZTLAN - MORELOS",18.93,-99.08,1350.0,19870301.0
10.18730/JW22~,G22310,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19870301,MEX,"MI BOHIO, TEPOZTLAN-YAUTEPEC ROAD - TLALNEPANTLA - MORELOS",18.93,-99.08,1350.0,19870301.0
10.18730/JWHG9,G22302,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860901,PER,"PACCHA, MATIBAMBA - CHOTA - CAJAMARCA",-6.5,-78.45,1840.0,19860901.0
10.18730/JW1QP,G22303,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19870301,COL,VEREDA MAZA - CHOACHI - CUNDINAMARCA,4.53,-73.92,1900.0,19870301.0
10.18730/PGBSS,G22304,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19870301,COL,UBAQUE - UBAQUE - CUNDINAMARCA,4.48,-73.93,1750.0,19870301.0
10.18730/S48AG,G22304A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19870301,COL,UBAQUE - UBAQUE - CUNDINAMARCA,4.48,-73.93,1750.0,19870301.0
10.18730/JW1SR,G22305,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19870301,COL,"UBAQUE, LAGUNA ROAD - UBAQUE - CUNDINAMARCA",4.48,-73.93,1900.0,19870301.0
10.18730/JW1VT,G22306,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19870301,MEX,OACALCO CHAPELLE - YAUTEPEC - MORELOS,18.9,-99.03,1250.0,19870301.0
10.18730/S3G6N,G22304B,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19870301,COL,UBAQUE - UBAQUE - CUNDINAMARCA,4.48,-73.93,1750.0,19870301.0
10.18730/JWHVM,G22300,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860901,PER,"PACCHA, MATIBAMBA - CHOTA - CAJAMARCA",-6.5,-78.45,1840.0,19860901.0
10.18730/JWHF8,G22301,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860901,PER,"PACCHA, MATIBAMBA - CHOTA - CAJAMARCA",-6.5,-78.45,1840.0,19860901.0
10.18730/JWHC5,G22299,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860901,PER,"PACCHA, CASERÍO NUEVO SANTA CLARA - CHOTA - CAJAMARCA",-6.49,-78.45,2440.0,19860901.0
10.18730/JWH81,G22298,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860901,PER,"TACABAMBA, LA LEGUA - CHOTA - CAJAMARCA",-6.39,-78.62,2130.0,19860901.0
10.18730/JWH70,G22296,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860901,PER,"BAMBAMARCA, ANTIGUA HDA DE CHALA - HUALGAYOC - CAJAMARCA",-6.68,-78.51,2590.0,19860901.0
10.18730/JWH5=,G22294,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860901,PER,"BAMBAMARCA, ANTIGUA HDA DE CHALA - HUALGAYOC - CAJAMARCA",-6.68,-78.51,2590.0,19860901.0
10.18730/JWHA3,G22295,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860901,PER,"BAMBAMARCA, ANTIGUA HDA DE CHALA - HUALGAYOC - CAJAMARCA",-6.68,-78.51,2590.0,19860901.0
10.18730/JWHE7,G22297,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860901,PER,"TACABAMBA, LA LEGUA - CHOTA - CAJAMARCA",-6.39,-78.62,2130.0,19860901.0
10.18730/JWM2H,G22291,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860901,PER,SAN LUIS DE LUCMA - CUTERVO - CAJAMARCA,-6.27,-78.52,1850.0,19860901.0
10.18730/JWH4$,G22292,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860901,PER,SAN LUIS DE LUCMA - CUTERVO - CAJAMARCA,-6.27,-78.52,1850.0,19860901.0
10.18730/JWH1Z,G22293,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860901,PER,"HUALGAYOC, TAHUANA - HUALGAYOC - CAJAMARCA",-6.75,-78.58,3060.0,19860901.0
10.18730/JWK6T,G22285,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860901,PER,"CHANCAY, AGUA SALADA - SANTA CRUZ - CAJAMARCA",-6.58,-78.9,1550.0,19860901.0
10.18730/JWM1G,G22290,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860901,PER,SAN LUIS DE LUCMA - CUTERVO - CAJAMARCA,-6.27,-78.52,1850.0,19860901.0
10.18730/JWM0F,G22289,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860901,PER,SAN LUIS DE LUCMA - CUTERVO - CAJAMARCA,-6.27,-78.52,1850.0,19860901.0
10.18730/JWKYD,G22288,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860901,PER,SAN LUIS DE LUCMA - CUTERVO - CAJAMARCA,-6.27,-78.52,1850.0,19860901.0
10.18730/JWKXC,G22287,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860901,PER,SAN LUIS DE LUCMA - CUTERVO - CAJAMARCA,-6.27,-78.52,1850.0,19860901.0
10.18730/JWK9X,G22286,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860901,PER,"CHANCAY, AGUA SALADA - SANTA CRUZ - CAJAMARCA",-6.58,-78.9,1550.0,19860901.0
10.18730/JWK3Q,G22284,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860901,PER,"CHANCAY, AGUA SALADA - SANTA CRUZ - CAJAMARCA",-6.58,-78.9,1550.0,19860901.0
10.18730/S3H1B,G22281B,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860901,PER,"LAJAS, INGENIO DE MONTANI - CHOTA - CAJAMARCA",-6.56,-78.79,2080.0,19860901.0
10.18730/S5QC5,G22281C,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860901,PER,"LAJAS, INGENIO DE MONTANI - CHOTA - CAJAMARCA",-6.56,-78.79,2080.0,19860901.0
10.18730/JWK1N,G22282,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860901,PER,"CHANCAY, AGUA SALADA - SANTA CRUZ - CAJAMARCA",-6.58,-78.9,1550.0,19860901.0
10.18730/S5QD6,G22283A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860901,PER,"CHANCAY, AGUA SALADA - SANTA CRUZ - CAJAMARCA",-6.58,-78.9,1550.0,19860901.0
10.18730/PF32H,G22283,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860901,PER,"CHANCAY, AGUA SALADA - SANTA CRUZ - CAJAMARCA",-6.58,-78.9,1550.0,19860901.0
10.18730/PF31G,G22281,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860901,PER,"LAJAS, INGENIO DE MONTANI - CHOTA - CAJAMARCA",-6.56,-78.79,2080.0,19860901.0
10.18730/S6F6V,G22281A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860901,PER,"LAJAS, INGENIO DE MONTANI - CHOTA - CAJAMARCA",-6.56,-78.79,2080.0,19860901.0
10.18730/JWJA=,G22280,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860901,PER,"PACCHA, MATIBAMBA (O CERCA) - CHOTA - CAJAMARCA",-6.49,-78.45,1880.0,19860901.0
10.18730/JWGYW,G22278,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860901,PER,"MARISCAL BENAVIDES, CASERÍO SAN ANTONIO - RODRIGUEZ DE MENDOZA - AMAZONAS",-6.38,-77.52,1800.0,19860901.0
10.18730/JWH2*,G22279,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860901,PER,COCAHUAYCO - CHACHAPOYAS - AMAZONAS,-6.12,-77.84,1900.0,19860901.0
10.18730/JVKRK,G22277,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19861101,COL,DABEIBA - DABEIBA - ANTIOQUIA,7.02,-76.27,1300.0,19861101.0
10.18730/JVKQJ,G22276,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19861101,COL,DABEIBA - DABEIBA - ANTIOQUIA,7.02,-76.27,1300.0,19861101.0
10.18730/JVKPH,G22275,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19861101,COL,DABEIBA - DABEIBA - ANTIOQUIA,7.02,-76.27,1300.0,19861101.0
10.18730/JVKJD,G22271,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19861101,RWA,GIHORA - RUHENGERI,-1.47,29.6,,19861101.0
10.18730/JVKGB,G22264,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19861101,BDI,FROM ISABU - KIRUNDO - MUYINGA,-2.59,30.1,,19861101.0
10.18730/JVKFA,G22263,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19861101,COD,MULUNGU (INERA) - BUKAVU - KIVU DEL SUR,-2.92,27.93,,19861101.0
10.18730/K3QXK,G22257,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19861101,RWA,CYUNYU - CYUNYU - CYANGUGU,-2.41,28.97,,19861101.0
10.18730/JVJXX,G22254,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19861101,RWA,NKANGA - NKANGA - KIGALI,-2.3,30.27,,19861101.0
10.18730/JVK61,G22249,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860901,ECU,QUEVEDO - QUEVEDO - LOS RIOS,-1.02,-79.47,53.0,19860901.0
10.18730/K0WEF,G2221,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,GTM,NEAR USPANTAN - USPANTAN - QUICHE,15.35,-90.86,1330.0,19700901.0
10.18730/JVT96,G22205,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860701,TUR,NARMAN - NARMAN - ERZURUM,40.35,41.87,,19860701.0
10.18730/JVT74,G22203,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860701,TUR,NARMAN - NARMAN - ERZURUM,40.35,41.87,,19860701.0
10.18730/K0WDE,G2220,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,GTM,SANTA ELENA - SANTA ELENA - ALTA VERAPAZ,15.37,-90.63,914.0,19700901.0
10.18730/JZ7KT,G222,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,"TROOPICAL PLANT BREEDING STATION, ANTALYA - ANTALYA - ANTALYA",36.92,30.6,,19700901.0
10.18730/K0WCD,G2219,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,GTM,SAN CRISTÓBAL VERAPAZ - SAN CRISTOBAL VERAPAZ - ALTA VERAPAZ,15.39,-90.4,1219.0,19700901.0
10.18730/JVSVX,G22186,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19830901,CRI,PACUAR - PACUAR - SAN JOSE,9.34,-83.73,,19830901.0
10.18730/K0WBC,G2218,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,GTM,SAN CRISTÓBAL VERAPAZ - SAN CRISTOBAL VERAPAZ - ALTA VERAPAZ,15.39,-90.4,1219.0,19700901.0
10.18730/K0W23,G2217,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,GTM,SAN CRISTÓBAL VERAPAZ - SAN CRISTOBAL VERAPAZ - ALTA VERAPAZ,15.39,-90.4,1219.0,19700901.0
10.18730/K0VRY,G2216,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,GTM,COBÁN - COBAN - ALTA VERAPAZ,15.49,-90.33,1219.0,19700901.0
10.18730/PJ2G0,G22156,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19830901,ECU,TACAMOROS - MACARA - LOJA,-4.42,-79.74,,19830901.0
10.18730/JVSAC,G22150,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860101,COL,BITACO - LA CUMBRE - VALLE DEL CAUCA,3.61,-76.6,,19860101.0
10.18730/K0VQX,G2215,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,GTM,COBÁN - COBAN - ALTA VERAPAZ,15.49,-90.33,1219.0,19700901.0
10.18730/JVS68,G22146,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860101,COL,EL QUEREMAL - DAGUA - VALLE DEL CAUCA,3.52,-76.72,,19860101.0
10.18730/JVS79,G22147,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860101,PER,HUANCAYO - HUANCAYO - JUNIN,-12.07,-75.24,,19860101.0
10.18730/JVRV$,G22144,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860101,MEX,CUERNAVACA-CUAUTLAK 10 - JIUTEPEC - MORELOS,18.9,-99.15,,19860101.0
10.18730/JVS57,G22145,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860101,MEX,SANTO DOMINGO TEHUANTEPEC - SANTO DOMINGO TEHUANTEPEC - OAXACA,16.34,-95.24,35.0,19860101.0
10.18730/JVS8A,G22148,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860101,COL,BITACO - LA CUMBRE - VALLE DEL CAUCA,3.61,-76.6,,19860101.0
10.18730/JVRHR,G22141,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860101,MEX,HUEJUCAR - HUEJUCAR - JALISCO,22.35,-103.22,1932.0,19860101.0
10.18730/JVRJS,G22142,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860101,MEX,URUAPAN - URUAPAN - MICHOACAN,19.44,-102.09,1611.0,19860101.0
10.18730/K3P94,G2214,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,GTM,COBÁN - COBAN - ALTA VERAPAZ,15.49,-90.33,1219.0,19700901.0
10.18730/JVRKT,G22143,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860101,MEX,TANQUE NUEVO - SAN DIEGO DE LA UNION - GUANAJUATO,21.46,-100.89,1981.0,19860101.0
10.18730/K0W78,G2213,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,GTM,COBÁN - COBAN - ALTA VERAPAZ,15.49,-90.33,1219.0,19700901.0
10.18730/K0W67,G2212,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,GTM,COBÁN - COBAN - ALTA VERAPAZ,15.49,-90.33,1219.0,19700901.0
10.18730/K0W56,G2211,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,GTM,COBÁN - COBAN - ALTA VERAPAZ,15.49,-90.33,1219.0,19700901.0
10.18730/K0W45,G2210,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,GTM,COBÁN - COBAN - ALTA VERAPAZ,15.49,-90.33,1219.0,19700901.0
10.18730/JZ7JS,G221,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,ELMALI - ANTALYA,36.74,29.94,,19700901.0
10.18730/K40M2,G220A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,ELMALI - ANTALYA,36.74,29.94,,19700901.0
10.18730/JVQP$,G22088,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19830901,MEX,ZACATECAS - ZACATECAS - ZACATECAS,22.79,-102.59,,19830901.0
10.18730/K0W34,G2209,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,GTM,SANTA CRUZ - SANTA CRUZ - ALTA VERAPAZ,15.37,-90.42,1280.0,19700901.0
10.18730/JVQ7K,G22091,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19830901,MEX,CUAPIAXTLA - TLAXCALA,19.31,-97.76,,19830901.0
10.18730/K0VSZ,G2208,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,GTM,TACTIC - TACTIC - ALTA VERAPAZ,15.34,-90.31,1280.0,19700901.0
10.18730/K0VHQ,G2207,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,GTM,TACTIC - TACTIC - ALTA VERAPAZ,15.34,-90.31,1280.0,19700901.0
10.18730/JVQBQ,G22070,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19830901,MEX,CHIHUAHUA - CHIHUAHUA - CHIHUAHUA,28.62,-106.07,1430.0,19830901.0
10.18730/JVQCR,G22071,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19830901,MEX,TANAGUILLO - CHILCHOTA - MICHOACAN,19.85,-102.1,,19830901.0
10.18730/JVPW8,G22065,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19830901,MEX,TLAQUEPAQUE - TLAQUEPAQUE - JALISCO,20.66,-103.32,1567.0,19830901.0
10.18730/JVPX9,G22066,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19830901,MEX,HUEJUCAR - HUEJUCAR - JALISCO,22.35,-103.22,1932.0,19830901.0
10.18730/K0VGP,G2206,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,GTM,SALAMA - SALAMA - BAJA VERAPAZ,15.11,-90.27,853.0,19700901.0
10.18730/JVQ3F,G22051,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19830901,MEX,V DE TEZONTEPEC - TEZONTEPEC - HIDALGO,19.89,-98.83,2326.0,19830901.0
10.18730/S487D,G22046A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19830901,MEX,PENJAMO - PENJAMO - GUANAJUATO,20.44,-101.74,1760.0,19830901.0
10.18730/JVPZB,G22047,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19830901,MEX,EL POBLANO - CORTAZAR - GUANAJUATO,20.47,-100.99,,19830901.0
10.18730/JVQ0C,G22048,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19830901,MEX,GUANAJUATO - GUANAJUATO - GUANAJUATO,21.02,-101.28,2037.0,19830901.0
10.18730/K0VZ0,G2205,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,GTM,SALAMA - SALAMA - BAJA VERAPAZ,15.11,-90.27,853.0,19700901.0
10.18730/JVQ1D,G22049,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19830901,MEX,EX HDA LA NORIA - SAN DIEGO DE LA UNION - GUANAJUATO,21.46,-100.89,1981.0,19830901.0
10.18730/K0VYU,G2204,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,GTM,SALAMA - SALAMA - BAJA VERAPAZ,15.11,-90.27,853.0,19700901.0
10.18730/JVPP2,G22045,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19830901,MEX,EL CARMEN - SALAMANCA - GUANAJUATO,20.63,-101.15,1722.0,19830901.0
10.18730/PF2T9,G22046,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19830901,MEX,PENJAMO - PENJAMO - GUANAJUATO,20.44,-101.74,1760.0,19830901.0
10.18730/JVP2K,G22032,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19830901,MEX,FRANCISCO I. MADERO - PANUCO DE CORONADO - DURANGO,24.41,-104.31,1950.0,19830901.0
10.18730/JVPH$,G22026,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19830901,MEX,SATEVO - SATEVO - CHIHUAHUA,27.96,-106.12,1368.0,19830901.0
10.18730/JVPJ=,G22027,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19830901,MEX,EL VELDUQUE - ZARAGOZA - CHIHUAHUA,27.63,-105.95,1490.0,19830901.0
10.18730/K0VX=,G2203,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,GTM,SAN JERÓNIMO - SAN JERONIMO - BAJA VERAPAZ,15.06,-90.2,914.0,19700901.0
10.18730/JVPG~,G22025,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19830901,MEX,EL LOBITO - GUACHOCHI - CHIHUAHUA,26.81,-107.1,2440.0,19830901.0
10.18730/JVPF*,G22024,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19830901,MEX,OXCHUC - OXCHUC - CHIAPAS,16.78,-92.34,1800.0,19830901.0
10.18730/K0VW$,G2202,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,GTM,SAN JERÓNIMO - SAN JERONIMO - BAJA VERAPAZ,15.06,-90.2,914.0,19700901.0
10.18730/K0VV~,G2201,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,GTM,EL RANCHO - EL RANCHO - EL PROGRESO,14.91,-90.0,335.0,19700901.0
10.18730/K0VT*,G2200,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,GTM,EL RANCHO - EL RANCHO - EL PROGRESO,14.91,-90.0,335.0,19700901.0
10.18730/JZ846,G220,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,ELMALI - ANTALYA,36.74,29.94,,19700901.0
10.18730/PQ4TE,G22,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,CAN,PUNNICKY - SASKATCHEWAN,51.38,-104.1,,19700901.0
10.18730/JVNWD,G21999,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19850801,BRA,SÃO BENTO DO UNA - PERNAMBUCO,-8.52,-36.43,,19850801.0
10.18730/JVNVC,G21998,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19850801,BRA,CRUZ DAS ALMAS - BAHIA,-12.68,-39.11,,19850801.0
10.18730/JVNC$,G21992,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19850801,BRA,SANTA ANA DE IPANEMA - ALAGOAS,-9.36,-37.24,,19850801.0
10.18730/JVND=,G21993,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19850801,BRA,SANTA ANA DE IPANEMA - ALAGOAS,-9.36,-37.24,,19850801.0
10.18730/PJ3J$,G21996,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19850801,BRA,LAVRAS - MINAS GERAIS,-21.27,-45.0,,19850801.0
10.18730/JVNR9,G21991,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19850801,BRA,IPIRA - BAHIA,-12.16,-39.73,,19850801.0
10.18730/JVN7X,G21981,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19850801,BRA,TUCANO - BAHIA,-10.96,-38.78,,19850801.0
10.18730/JVNH2,G21977,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19850801,BRA,RIBEIRA DO POMBAL - BAHIA,-10.83,-38.56,,19850801.0
10.18730/JVNG1,G21976,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19850801,BRA,RIBEIRA DO POMBAL - BAHIA,-10.83,-38.56,,19850801.0
10.18730/JVN3S,G21972,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19850801,BRA,RIBEIRA DO POMBAL - BAHIA,-10.83,-38.56,,19850801.0
10.18730/JVN8Y,G21973,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19850801,BRA,"POVOADO FARMÁCIA, NA ESTRADA QUE LIGA CÍCERO DANTAS A HELIÓPOLIS - RIBEIRA DO AMPARO - BAHIA",-10.64,-38.35,180.0,19850801.0
10.18730/JVNB~,G21969,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19850801,BRA,"POVOADO FARMÁCIA, NA ESTRADA QUE LIGA CÍCERO DANTAS A HELIÓPOLIS - RIBEIRA DO AMPARO - BAHIA",-10.64,-38.35,180.0,19850801.0
10.18730/JVN9Z,G21966,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19840801,BRA,MAJOR VIEIRA - SANTA CATARINA,-26.36,-50.34,,19840801.0
10.18730/JVN4T,G21949,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19840801,BRA,CACADOR - SANTA CATARINA,-26.76,-51.01,,19840801.0
10.18730/JVN0P,G21948,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19840801,BRA,CACADOR - SANTA CATARINA,-26.76,-51.01,,19840801.0
10.18730/JVMVH,G21947,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19840801,BRA,CACADOR - SANTA CATARINA,-26.76,-51.01,,19840801.0
10.18730/JVMTG,G21946,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19840801,BRA,JAGUARUNA - SANTA CATARINA,-28.65,-49.02,,19840801.0
10.18730/PJ4CQ,G21942,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19840801,BRA,MAFRA - SANTA CATARINA,-26.11,-49.82,,19840801.0
10.18730/JVMSF,G21945,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19840801,BRA,ITAIOPOLIS - SANTA CATARINA,-26.35,-49.89,,19840801.0
10.18730/PJ4BP,G21943,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19840801,BRA,ITAIOPOLIS - SANTA CATARINA,-26.35,-49.89,,19840801.0
10.18730/PJ4ES,G21940,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19840801,BRA,CAXAMBU DO SUL - SANTA CATARINA,-27.16,-52.89,,19840801.0
10.18730/PJ4DR,G21941,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19840801,BRA,SOBRADINHO - RIO GRANDE DO SUL,-29.42,-53.02,,19840801.0
10.18730/JVMF5,G21935,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19840801,BRA,RIO NEGRINHO - SANTA CATARINA,-26.25,-49.55,,19840801.0
10.18730/JVMG6,G21936,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19840801,BRA,RIO NEGRINHO - SANTA CATARINA,-26.27,-49.54,,19840801.0
10.18730/JVMH7,G21937,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19840801,BRA,MAFRA - SANTA CATARINA,-26.11,-49.82,,19840801.0
10.18730/JVMWJ,G21938,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19840801,BRA,ITAIOPOLIS - SANTA CATARINA,-26.35,-49.89,,19840801.0
10.18730/K0VKS,G2193,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,MEX,SALTILLO - SALTILLO - COAHUILA,25.42,-101.0,,19700901.0
10.18730/S5AYE,G2192A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,MEX,TOLUCA - TOLUCA - MEXICO,19.28,-99.67,2675.0,19700901.0
10.18730/PE77E,G2192,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,MEX,TOLUCA - TOLUCA - MEXICO,19.28,-99.67,2675.0,19700901.0
10.18730/JVME4,G21909,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19850101,TUR,INEGOL - BURSA,40.09,29.53,,19850101.0
