DOI,ACCENUMB,CURATION,GENUS,SPECIES,GRIN_NAME,SAMPSTAT,ACQDATE,ORIGCTY,COLLSITE,DECLATITUDE,DECLONGITUDE,ELEVATION,COLLDATE,COLLSRC
10.18730/S1GJM,G24276D,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19911001,MEX,"POLANCO, NEAR BATOPILAS - BATOPILAS - CHIHUAHUA",27.0,-107.72,,19911001.0,40.0
10.18730/PGCTN,G24277,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19911001,MEX,"ROCHEACHI, ARROYO ARRIBA AREA - BATOPILAS - CHIHUAHUA",27.17,-107.25,,19911001.0,40.0
10.18730/K123B,G2408,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,MEX,"SAN BERNARDO, RIO MAYO COASTAL LOWLANDS - ALAMOS - SONORA",27.4,-108.85,,19700901.0,40.0
10.18730/S489F,G24009B,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19850925,MEX,LA POZA - GALEANA - NUEVO LEON,24.71,-100.02,1620.0,19850925.0,20.0
10.18730/JVYCT,G23850,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19850925,MEX,DIECIOCHO DE MARZO - GALEANA - NUEVO LEON,24.87,-100.14,1880.0,19850925.0,20.0
10.18730/JXWHH,G23677,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19891101,MEX,"RIO SANCHEZ AT SAN JOSE DEL REFUGIO, 9 KM ARANDAS - ARANDAS - JALISCO",20.67,-102.38,1829.0,19891101.0,40.0
10.18730/JXWJJ,G23678,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19891101,MEX,"CERRO DEL AGUILA, BARRANCA DEL MUERTO - SANTA MARIA DEL VALLE - JALISCO",20.9,-102.37,2100.0,19891101.0,40.0
10.18730/PGCQJ,G23650,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19891101,MEX,7 KM FROM CIUDAD HIDALGO - CIUDAD HIDALGO - MICHOACAN,19.7,-100.55,,19891101.0,40.0
10.18730/JXVGN,G23651,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19891101,MEX,"5 KM EAST TUXPAN, P.F. - TUXPAN - MICHOACAN",19.7,-100.47,,19891101.0,40.0
10.18730/JXVFM,G23649,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19891101,MEX,"5 KM EAST TUXPAN, P.F. - TUXPAN - MICHOACAN",19.57,-100.47,,19891101.0,40.0
10.18730/K105Q,G2362,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,MEX,ARRIAGA - ARRIAGA - CHIAPAS,16.23,-93.95,330.0,19700901.0,40.0
10.18730/PG75S,G23590,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,200,19890201,MEX,COMALTEPEC - COMALTEPEC - OAXACA,17.57,-96.55,1900.0,19890201.0,40.0
10.18730/PG76T,G23591,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,200,19890201,MEX,SANTA MARIA ECATEPEC - SANTA MARIA ECATEPEC - OAXACA,16.28,-95.88,1800.0,19890201.0,40.0
10.18730/K10H=,G2359,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,MEX,SAN MIGUEL TENANGO - SANTO DOMINGO TEHUANTEPEC - OAXACA,16.27,-95.6,1160.0,19700901.0,40.0
10.18730/PGCNG,G23555,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19890501,MEX,CANON S. BAYACORA - DURANGO - DURANGO,23.92,-104.57,1950.0,19890501.0,40.0
10.18730/JXMSW,G23556,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19890501,MEX,"RIO EL TUNAL,P.P.R.THOMPSON - DURANGO - DURANGO",24.0,-104.73,1860.0,19890501.0,40.0
10.18730/S4D8T,G23554F,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,200,19890501,MEX,LA CAMPANA - GUADALUPE VICTORIA - DURANGO,24.2,-104.1,1950.0,19890501.0,40.0
10.18730/JXMBE,G23550,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19890501,MEX,"CARRETERA ZACATECAS-GUADALAJARA,1.2 KM PASANDO SANTA ROSA - MOYAHUA DE ESTRADA - ZACATECAS",21.25,-103.17,1700.0,19890501.0,40.0
10.18730/JXMCF,G23551,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19890501,MEX,EL COCO - CONCORDIA - SINALOA,23.33,-105.88,710.0,19890501.0,40.0
10.18730/JXMDG,G23552,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19890501,MEX,EJIDO PAURA - EL MEZQUITAL - DURANGO,23.6,-104.33,1460.0,19890501.0,40.0
10.18730/JXM9C,G23548,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19890501,MEX,KM 247 CARRETERA DURANGO-MAZATLAN - CONCORDIA - SINALOA,23.48,-105.93,710.0,19890501.0,40.0
10.18730/K0ZYG,G2355,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,MEX,"SAN PEDRO HUAMELULA, EL COYOL - SANTO DOMINGO TEHUANTEPEC - OAXACA",16.0,-95.75,914.0,19700901.0,40.0
10.18730/S548P,G23547A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19890501,MEX,LA PUNTA - NOMBRE DE DIOS - DURANGO,24.03,-104.0,1850.0,19890501.0,40.0
10.18730/PGCKE,G23545,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19890501,MEX,AGUA BLANCA - PANUCO DE CORONADO - DURANGO,24.33,-104.28,1990.0,19890501.0,40.0
10.18730/S5SYD,G23542A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19880501,MEX,AMATLAN - TEPOZTLAN - MORELOS,18.97,-99.03,1700.0,19880501.0,40.0
10.18730/PG72P,G23543,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,200,19880501,MEX,SAN ANDRES DE LA CAL - TEPOZTLAN - MORELOS,18.96,-99.11,1400.0,19880501.0,40.0
10.18730/JXC8E,G23544,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19880501,MEX,TEPOZTLAN-YAUTEPEC ROAD - TEPOZTLAN - MORELOS,19.0,-99.07,1600.0,19880501.0,40.0
10.18730/JXCW$,G23541,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19880501,MEX,"AHUEHUETZINGO, CHALMA ROAD - MAZATEPEC - MORELOS",18.67,-99.32,1950.0,19880501.0,40.0
10.18730/K0ZXF,G2354,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,MEX,SAN CRISTOBAL DE LAS CASAS - SAN CRISTOBAL DE LAS CASAS - CHIAPAS,16.73,-92.62,2755.0,19700901.0,40.0
10.18730/PG71N,G23540,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,200,19880501,MEX,MEXICO CUOTA ROAD - TEPOZTLAN - MORELOS,19.0,-99.13,1900.0,19880501.0,40.0
10.18730/JXC7D,G23536,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19880501,MEX,TLACOTEPEC - ZACUALPAN DE AMILPAS - MORELOS,18.82,-98.75,1800.0,19880501.0,40.0
10.18730/K3NCC,G23535,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19880501,MEX,TEPOZTLAN-YAUTEPEC ROAD - TEPOZTLAN - MORELOS,18.95,-99.08,1450.0,19880501.0,40.0
10.18730/JXCGP,G23533,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19880501,MEX,PALO GRANDE - MIACATLAN - MORELOS,18.83,-99.4,1550.0,19880501.0,40.0
10.18730/JXC4A,G23534,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19880501,MEX,TEPOZTLAN-YAUTEPEC ROAD - TEPOZTLAN - MORELOS,18.97,-99.08,1600.0,19880501.0,40.0
10.18730/JXCMT,G23530,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19880501,MEX,MALINALCO - MALINALCO - MEXICO,18.95,-99.5,1850.0,19880501.0,40.0
10.18730/JXCDK,G23531,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19880501,MEX,OAXTEPEC - PANTITLAN - MORELOS,18.9,-99.97,1350.0,19880501.0,40.0
10.18730/PGCFA,G23526,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19880501,MEX,TLALNEPANTLA - TLALNEPANTLA - MORELOS,19.0,-99.0,1950.0,19880501.0,40.0
10.18730/JXBQ$,G23522,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19880501,MEX,XOCHITLAN - YECAPIXTLA - MORELOS,18.87,-98.82,1750.0,19880501.0,40.0
10.18730/S6HJX,G23511A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19880501,MEX,"9-10 KM FROM EL CHANTE, S CARRETERA NEAR MANANTLAN, ASSO. WITH Z.DIPLOPERN. - EL GRULLO - JALISCO",19.72,-104.2,1300.0,19880501.0,40.0
10.18730/JXBJX,G23512,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19880501,MEX,"KM 56 TECOLATLAN-GUADALAJARA, LOS CUARTOS - TECOLOTLAN - JALISCO",20.26,-103.94,1420.0,19880501.0,40.0
10.18730/JXBX3,G23510,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19880501,MEX,"8 KM BEYOND EL CHANTE, E OF AUTLAN - EL GRULLO - JALISCO",19.73,-104.22,1300.0,19880501.0,40.0
10.18730/JXCFN,G23507,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19880501,MEX,"ROAD TO NEVADO DE COLIMA, 10 KM FROM EMPALME, JAL. - ATENQUIQUE - JALISCO",19.53,-103.58,1920.0,19880501.0,40.0
10.18730/JXBZ5,G23505,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19880501,MEX,TEPOZTLAN - TEPOZTLAN - MORELOS,18.98,-99.1,1900.0,19880501.0,40.0
10.18730/PGCB6,G23506,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19880501,MEX,"24 KM NE OF CIUDAD GUZMAN, LA CALAVERNA - CONCEPCION BUENOS AIRES - JALISCO",19.92,-103.33,2000.0,19880501.0,40.0
10.18730/PHX09,G23482,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,200,19880901,MEX,"JALPA, ROAD TO TLALTENANGO - JALPA - ZACATECAS",21.68,-103.05,,19880901.0,40.0
10.18730/JXGH3,G23480,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19880901,MEX,"NEAR GUANAJUATO-JALISCO BORDER, OUT FROM LAGUNILLAS - LEON - GUANAJUATO",21.22,-101.8,,19880901.0,40.0
10.18730/JXBSU,G23470,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19880501,MEX,YALALAG - VILLA ALTA ROAD - BETAZA - OAXACA,17.32,-96.03,950.0,19880501.0,40.0
10.18730/S34PQ,G2346B,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,MEX,SAN CRISTOBAL DE LAS CASAS - SAN CRISTOBAL DE LAS CASAS - CHIAPAS,16.75,-92.63,2755.0,19700901.0,40.0
10.18730/JXCRY,G23468,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19880501,MEX,OACALCO - YAUTEPEC - MORELOS,18.9,-99.03,1200.0,19880501.0,40.0
10.18730/JXD01,G23466,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19880501,MEX,PANTITLAN - TLAYACAPAN - MORELOS,18.9,-99.0,1350.0,19880501.0,40.0
10.18730/JXCQX,G23467,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19880501,MEX,IGNACIO BASTIDA - YAUTEPEC - MORELOS,18.94,-99.02,,19880501.0,40.0
10.18730/JXCT*,G23465,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19880501,MEX,TLALNEPANTLA - TLALNEPANTLA - MORELOS,19.0,-99.02,1950.0,19880501.0,40.0
10.18730/JXD9A,G23463,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19880101,MEX,"PT. PIMA, LAS GALLINAS - YEPACHIC - CHIHUAHUA",28.33,-108.5,1530.0,19880101.0,40.0
10.18730/JX3Y7,G23433,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19871128,MEX,0.5 KM W DE VOLCAN BATEA - VALLE DE SANTIAGO - GUANAJUATO,20.32,-101.2,1850.0,19871128.0,10.0
10.18730/JX3BS,G23431,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19871128,MEX,1 KM SW DE TEMASCALTEPEC - TEMASCALTEPEC - MEXICO,19.03,-100.05,1630.0,19871128.0,10.0
10.18730/JX3K~,G23432,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19871128,MEX,4 KM NE DE CHALMA - OCUILAN - MEXICO,18.95,-99.43,1890.0,19871128.0,10.0
10.18730/JX39Q,G23430,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19871128,MEX,9 KM E DE CHILPANCINGO - TIXTLA - GUERRERO,17.57,-99.41,1620.0,19871128.0,10.0
10.18730/S1NT3,G2342A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,MEX,TEOPISCA - TEOPISCA - CHIAPAS,16.55,-92.47,1950.0,19700901.0,40.0
10.18730/JX2T8,G23429,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19871128,MEX,"4 KM NE DE ATLIXCO, BCO PTE LOS MOLINOS - SANTA ISABEL CHOLULA - PUEBLA",18.97,-98.38,1430.0,19871128.0,10.0
10.18730/S4BC3,G23415G,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,200,19871128,MEX,3 KM S DE ESCANELILLA - PINAL DE AMOLES - QUERETARO,21.13,-99.62,1190.0,19871128.0,60.0
10.18730/K0ZH3,G2340,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,MEX,COMITÁN DE DOMÍNGUEZ - COMITAN DE DOMINGUEZ - CHIAPAS,16.13,-91.92,1530.0,19700901.0,40.0
10.18730/K0YH8,G2295,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,MEX,ORIZABA - ORIZABA - VERACRUZ,18.87,-97.1,1000.0,19700901.0,40.0
10.18730/S2SM2,G22840A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19870701,MEX,"TLAXIACO, RANCHERIA PALO LETRA - TLAXIACO - OAXACA",17.28,-97.69,2450.0,19870701.0,40.0
10.18730/JWGSQ,G22839,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19870701,MEX,HUITZILAC - HUITZILAC - MORELOS,19.04,-99.27,2100.0,19870701.0,40.0
10.18730/JRB2U,G22836,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19800501,MEX,PLAN DE GUADALUPE - TETELES - PUEBLA,19.87,-97.43,,19800501.0,40.0
10.18730/JWG0=,G22837,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19870601,MEX,SAN PABLO BALLEZA - SAN PABLO BALLEZA - CHIHUAHUA,26.93,-106.42,1750.0,19870601.0,40.0
10.18730/JRAVX,G22833,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19800501,MEX,COYAME - CATEMACO - VERACRUZ,18.44,-95.02,340.0,19800501.0,40.0
10.18730/K3ENK,G22830,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19800501,MEX,RANCHO MORELOS - VILLA DE GUADALUPE - SAN LUIS POTOSI,23.37,-100.75,,19800501.0,40.0
10.18730/JRA8A,G22829,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19800501,MEX,MATEHUALA - MATEHUALA - SAN LUIS POTOSI,23.66,-100.72,,19800501.0,40.0
10.18730/JR9DM,G22828,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19800501,MEX,"39 KM SE DE SAN LUIS POTOSI, OJO CALIENTE - SANTA MARIA DEL RIO - SAN LUIS POTOSI",21.85,-100.74,,19800501.0,40.0
10.18730/JR8RU,G22825,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19800501,MEX,COIXTLAHUACA - COIXTLAHUACA - OAXACA,17.72,-97.32,2100.0,19800501.0,40.0
10.18730/JR97E,G22826,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19800501,MEX,"44 KM NE DE SAN LUIS, RANCHO LA PURISIMA - VILLA HIDALGO - SAN LUIS POTOSI",22.46,-100.71,,19800501.0,40.0
10.18730/JR8Y5,G22827,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19800501,MEX,"48 KM SE DE SAN LUIS POTOSI, SANTA MARIA DEL RIO - SANTA MARIA DEL RIO - SAN LUIS POTOSI",21.8,-100.7,1740.0,19800501.0,40.0
10.18730/JR929,G22824,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19800501,MEX,"17 KM NE DE TEJUPAN, SAN CRISTOBAL SUCHIXTLAHUACA - COIXTLAHUACA - OAXACA",17.73,-97.37,2080.0,19800501.0,40.0
10.18730/JR907,G22822,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19800501,MEX,"13 KM N DE YANHUITLAN, YANHUITLAN - NOCHISTLAN - OAXACA",17.57,-97.35,2375.0,19800501.0,40.0
10.18730/S4TVH,G22821A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19800501,MEX,"10 KM N DE NOCHIXTLAN, SAN MATEO - NOCHIXTLAN - OAXACA",17.52,-97.32,2090.0,19800501.0,40.0
10.18730/K0Y0W,G2282,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,MEX,CORDOBA - CORDOBA - VERACRUZ,18.88,-96.95,1000.0,19700901.0,40.0
10.18730/S4TTG,G22817A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19800501,MEX,ZIMATLAN - ZIMATLAN - OAXACA,16.87,-96.78,1510.0,19800501.0,40.0
10.18730/JR8V2,G22818,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19800501,MEX,CUILAPAN - ZIMATLAN - OAXACA,16.98,-96.77,1510.0,19800501.0,40.0
10.18730/JR8T1,G22816,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19800501,MEX,OCOTLAN DE MORELOS - OCOTLAN DE MORELOS - OAXACA,16.78,-96.67,1510.0,19800501.0,40.0
10.18730/JR85H,G22811,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19800501,MEX,MARAVATIO - MARAVATIO - MICHOACAN,19.9,-100.45,,19800501.0,40.0
10.18730/JR89N,G22815,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19800501,MEX,SAN PABLO ETLA - ETLA - OAXACA,17.15,-96.75,1640.0,19800501.0,40.0
10.18730/JR87K,G22806,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19800501,MEX,SAN MIGUEL SUCHIXTEPEC - MIAHUATLAN - OAXACA,16.09,-96.46,2600.0,19800501.0,40.0
10.18730/JR7S5,G22803,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19800501,MEX,MIAHUATLAN - MIAHUATLAN - OAXACA,16.32,-96.61,,19800501.0,40.0
10.18730/JR7YA,G22804,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19800501,MEX,"SUCHIXTEPEC, TRES CRUCES - MIAHUATLAN - OAXACA",16.05,-96.43,,19800501.0,40.0
10.18730/JR8ET,G22809,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19800501,MEX,"25 KM W TELOLOAPAN, CARR. A ARCELIA - TELOLOAPAN - GUERRERO",18.36,-99.86,,19800501.0,40.0
10.18730/JR7X9,G22808,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19800501,MEX,CHICHTONTIK - TENEJAPA - CHIAPAS,16.82,-92.52,,19800501.0,40.0
10.18730/S2N13,G22801A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19800501,MEX,SAN MIGUEL DEL PUERTO - POCHUTLA - OAXACA,15.92,-96.17,1625.0,19800501.0,40.0
10.18730/JR83F,G22802,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19800501,MEX,SANTA CATARINA LOXICHA - POCHUTLA - OAXACA,16.07,-96.77,,19800501.0,40.0
10.18730/JR82E,G22800,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19800501,MEX,SAN PEDRO EL CHICO - POCHUTLA - OAXACA,15.75,-96.45,,19800501.0,40.0
10.18730/K0XPJ,G2280,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,MEX,TEHUACAN - TEHUACAN - PUEBLA,18.45,-97.38,1660.0,19700901.0,40.0
10.18730/JR80C,G22798,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19800501,MEX,YANHUITLAN - NOCHISTLAN - OAXACA,17.54,-97.35,,19800501.0,40.0
10.18730/JR7G~,G22790,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19800501,MEX,SAN MIGUEL TOTOLAPAN - SAN MIGUEL TOTOLAPAN - GUERRERO,18.14,-100.39,,19800501.0,40.0
10.18730/JR6YF,G22786,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19800501,MEX,IXTENCO - IXTENCO - TLAXCALA,19.24,-97.89,,19800501.0,40.0
10.18730/K0X1$,G2249,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,MEX,"CABORA, EL PLOMO - QUIRIEGO - SONORA",27.44,-109.57,660.0,19700901.0,40.0
10.18730/JW1YX,G22309,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19870301,MEX,"MI BOHIO, TEPOZTLAN-YAUTEPEC ROAD - TEPOZTLAN - MORELOS",18.93,-99.08,1350.0,19870301.0,40.0
10.18730/JVRKT,G22143,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860101,MEX,TANQUE NUEVO - SAN DIEGO DE LA UNION - GUANAJUATO,21.46,-100.89,1981.0,19860101.0,20.0
10.18730/JVQ7K,G22091,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19830901,MEX,CUAPIAXTLA - TLAXCALA,19.31,-97.76,,19830901.0,20.0
10.18730/JVQBQ,G22070,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19830901,MEX,CHIHUAHUA - CHIHUAHUA - CHIHUAHUA,28.62,-106.07,1430.0,19830901.0,20.0
10.18730/JVPZB,G22047,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19830901,MEX,EL POBLANO - CORTAZAR - GUANAJUATO,20.47,-100.99,,19830901.0,20.0
10.18730/JVPH$,G22026,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19830901,MEX,SATEVO - SATEVO - CHIHUAHUA,27.96,-106.12,1368.0,19830901.0,20.0
10.18730/JVPJ=,G22027,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19830901,MEX,EL VELDUQUE - ZARAGOZA - CHIHUAHUA,27.63,-105.95,1490.0,19830901.0,20.0
10.18730/JVPG~,G22025,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19830901,MEX,EL LOBITO - GUACHOCHI - CHIHUAHUA,26.81,-107.1,2440.0,19830901.0,20.0
10.18730/JVPF*,G22024,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19830901,MEX,OXCHUC - OXCHUC - CHIAPAS,16.78,-92.34,1800.0,19830901.0,20.0
10.18730/K0VKS,G2193,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,MEX,SALTILLO - SALTILLO - COAHUILA,25.42,-101.0,,19700901.0,40.0
10.18730/JVYDV,G21192,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19850925,MEX,SANTA ROSA - ITURBIDE - NUEVO LEON,24.71,-100.14,1460.0,19850925.0,20.0
10.18730/JVY6M,G21193,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19850925,MEX,CAMARONES - ITURBIDE - NUEVO LEON,24.53,-99.79,1030.0,19850925.0,20.0
10.18730/JVY2G,G21191,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19850925,MEX,LA UNION - DOCTOR ARROYO - NUEVO LEON,23.79,-100.14,1570.0,19850925.0,20.0
10.18730/JVW6Y,G21161,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19850925,MEX,SANDIA GRANDE - ARAMBERRI - NUEVO LEON,24.21,-100.1,1490.0,19850925.0,20.0
10.18730/JVWH4,G21156,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19850925,MEX,LAMPACITOS - ARAMBERRI - NUEVO LEON,24.24,-99.69,990.0,19850925.0,20.0
10.18730/JVW0R,G21152,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19850925,MEX,SAN PEDRO DE RUEDAS Y LA CABALLADA - ARAMBERRI - NUEVO LEON,24.32,-99.79,1790.0,19850925.0,20.0
10.18730/JVVMC,G21142,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19850925,MEX,REFUGIO DE LOS CERROS BLANCOS Y OTROS - MIER Y NORIEGA - NUEVO LEON,23.45,-100.19,1450.0,19850925.0,20.0
10.18730/JVVB3,G21139,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19850925,MEX,LA CARDONA - MIER Y NORIEGA - NUEVO LEON,23.4,-99.99,1820.0,19850925.0,20.0
10.18730/JVTPK,G21126,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19850925,MEX,EL RUCIO Y OTROS - ARAMBERRI - NUEVO LEON,24.41,-99.8,1460.0,19850925.0,20.0
10.18730/JVWCU,G19936,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19850925,MEX,EL SALTO - GENERAL ZARAGOZA - NUEVO LEON,23.96,-99.77,1410.0,19850925.0,20.0
10.18730/K0KNY,G1939,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,MEX,TAPACHULA - TAPACHULA - CHIAPAS,14.9,-92.28,160.0,19700901.0,40.0
10.18730/JMKFM,G19207,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,CHILA - APATZINGAN - MICHOACAN,18.92,-102.63,,19781001.0,40.0
10.18730/JMJTU,G19167,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,SAN FRANSISCO TELIXTLAHUACA - ETLA - OAXACA,17.3,-96.92,1676.0,19781001.0,40.0
10.18730/JMJW1,G19169,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,"SIERRA TARAHUMARA, CUMBRES DEL GATO - GUACHOCHI - CHIHUAHUA",26.87,-107.08,330.0,19781001.0,40.0
10.18730/PEW0D,G19161,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,COSCOMATEPEC - COSCOMATEPEC - VERACRUZ,19.03,-97.03,1554.0,19781001.0,40.0
10.18730/JMJMY,G19163,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,ARROYO ABOVE SAN FRANCISCO TELIXTLAHUACA - ETLA - OAXACA,17.33,-96.9,1676.0,19781001.0,40.0
10.18730/S41AE,G19158C,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,SAN ANDRES AREA - SAN ANDRES CALPAN - PUEBLA,19.11,-98.47,160.0,19781001.0,40.0
10.18730/JMJJW,G19155,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,20 MI N OF TELIXTLAHUACA - SANTIAGO NACALTEPEC - OAXACA,17.52,-96.91,1951.0,19781001.0,40.0
10.18730/PEVXA,G19153,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,CHILTEPEC - GUADALUPE - PUEBLA,18.02,-98.18,2000.0,19781001.0,40.0
