DOI,ACCENUMB,CURATION,GENUS,SPECIES,GRIN_NAME,SAMPSTAT,ACQDATE,ORIGCTY,COLLSITE,DECLATITUDE,DECLONGITUDE,ELEVATION,COLLDATE,COLLSRC
10.18730/S472D,G20869A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,VUMWE - KIGARAMA - KIBUNGO,-2.14,30.49,,19860201.0,40.0
10.18730/JTTX1,G20870,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,NTARUKA - RUKIRA - KIBUNGO,-2.21,30.6,,19860201.0,40.0
10.18730/S4XKZ,G20866A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,KINZOVU - KABARONDO - KIBUNGO,-2.0,30.57,,19860201.0,40.0
10.18730/JTTVU,G20867,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,KAYENZI - RUKARA - KIBUNGO,-1.8,30.49,,19860201.0,40.0
10.18730/JTTW0,G20868,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,NKAMBA - KABARONDO - KIBUNGO,-1.99,30.49,,19860201.0,40.0
10.18730/JTTKW,G20861,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,SINDA - RUTONDE - KIBUNGO,-1.9,30.43,,19860201.0,40.0
10.18730/PF1D1,G20863,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,NKOMANGWA - MUHAZI - KIBUNGO,-1.86,30.41,,19860201.0,40.0
10.18730/S4XJY,G20864A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,KIBARA - BIRENGA - KIBUNGO,-2.28,30.52,,19860201.0,40.0
10.18730/JTT8H,G20857,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,SAKARA - BIRENGA - KIBUNGO,-2.24,30.53,,19860201.0,40.0
10.18730/S471C,G20849B,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,RUYONZA - KABARONDO - KIBUNGO,-1.99,30.52,,19860201.0,40.0
10.18730/JTSW5,G20834,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,NGWA - KIGOMA - GITARAMA,-2.47,29.73,,19860201.0,40.0
10.18730/JTSAR,G20835,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,KAGARAMA - MUSHUBATI - GITARAMA,-2.09,29.73,,19860201.0,40.0
10.18730/JTSBS,G20836,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,KADUHA - MUSHUBATI - GITARAMA,-2.12,29.98,,19860201.0,40.0
10.18730/JTSCT,G20837,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,RUTABO - NTONGWE - GITARAMA,-2.22,29.97,,19860201.0,40.0
10.18730/PF1BU,G20838,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,GAHOMBO - KIGOMA - GITARAMA,-2.27,29.8,,19860201.0,40.0
10.18730/JTRZD,G20824,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,NYAKABUNGO - NTONGWE - GITARAMA,-2.22,29.86,,19860201.0,40.0
10.18730/JTS0E,G20825,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,NTENYO - TAMBWE - GITARAMA,-2.2,29.79,,19860201.0,40.0
10.18730/JTSDV,G20827,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,NYARURAMA - NTONGWE - GITARAMA,-1.94,29.85,,19860201.0,40.0
10.18730/JTSGY,G20820,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,MAYUNZWE - TAMBWE - GITARAMA,-2.16,29.83,,19860201.0,40.0
10.18730/JTSHZ,G20821,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,RUBONA - KIGOMA - GITARAMA,-2.23,29.72,,19860201.0,40.0
10.18730/JTS2G,G20817,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,HINDIRA - SATINSYI - GISENYI,-1.82,29.62,,19860201.0,40.0
10.18730/JTSEW,G20818,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,MWAKA - MUSHUBATI - GITARAMA,-2.08,29.68,,19860201.0,40.0
10.18730/JTS7N,G20811,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,KIRAGA - NYAMYUMBA - GISENYI,-1.74,29.3,,19860201.0,40.0
10.18730/JTS9Q,G20813,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,BISIZI - KANAMA - GISENYI,-1.7,29.37,,19860201.0,40.0
10.18730/JTRN3,G20814,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,MUSASA - KAYOVE - GISENYI,-1.92,29.85,,19860201.0,40.0
10.18730/JTRP4,G20815,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,NGORORERO - SATINSYI - GISENYI,-1.85,29.62,,19860201.0,40.0
10.18730/JTS4J,G20808,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,GITEGA - SATINSYI - GISENYI,-1.8,29.59,,19860201.0,40.0
10.18730/JTS6M,G20810,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,VUMBI - KAYOVE - GISENYI,-1.9,29.35,,19860201.0,40.0
10.18730/JTRYC,G20803,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,MUGONGO - MUTURA - GISENYI,-1.57,29.35,,19860201.0,40.0
10.18730/S2QZQ,G20799A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,KANOMBE - KANAMA - GISENYI,-1.97,30.17,,19860201.0,40.0
10.18730/JTRV9,G20798,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,MUSHONYI - KAYOVE - GISENYI,-1.87,29.32,,19860201.0,40.0
10.18730/JTR2N,G20794,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,KANZENZE - MUTURA - GISENYI,-2.09,30.09,,19860201.0,40.0
10.18730/JTRK1,G20792,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,RUHINGA - MUSANGE - GIKONGORO,-2.26,29.53,,19860201.0,40.0
10.18730/K3F5=,G20791,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,KIGOMA - MUSANGE - GIKONGORO,-2.47,29.66,,19860201.0,40.0
10.18730/JTRJ0,G20790,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,REMERA - RUKONDO - GIKONGORO,-2.45,29.55,,19860201.0,40.0
10.18730/JTRF$,G20787,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,NGARA - RUKONDO - GIKONGORO,-2.4,29.65,,19860201.0,40.0
10.18730/JTRD*,G20785,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,NGOMA - KARAMA - GIKONGORO,-2.55,29.76,,19860201.0,40.0
10.18730/JTR9W,G20782,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,RWAMWERU - KINYAMAKARA - GIKONGORO,-2.5,29.63,,19860201.0,40.0
10.18730/JTR8V,G20781,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,MWUMBA - MUSANGE - GIKONGORO,-2.25,29.58,,19860201.0,40.0
10.18730/JTR7T,G20780,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,BITARE - KINYAMAKARA - GIKONGORO,-2.69,29.65,,19860201.0,40.0
10.18730/S6D82,G20777A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,KAMWERU - KINYAMAKARA - GIKONGORO,-2.43,29.68,,19860201.0,40.0
10.18730/JTR1M,G20772,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,BUTAMBARA - KAGANO - CYANGUGU,-2.34,29.09,,19860201.0,40.0
10.18730/K3HC*,G20773,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,RWAHI - KAMEMBE - CYANGUGU,-2.44,28.92,,19860201.0,40.0
10.18730/JTQZJ,G20774,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,BUTARE - KALENGERA - CYANGUGU,-2.25,29.79,,19860201.0,40.0
10.18730/K3HD~,G20775,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,MUHARI - KAMEMBE - CYANGUGU,-2.47,28.92,,19860201.0,40.0
10.18730/K3HAY,G20770,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,GISAGARA - GISHOMA - CYANGUGU,-2.6,28.91,,19860201.0,40.0
10.18730/K3H6T,G20766,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,RUHUKO - GISHOMA - CYANGUGU,-2.67,28.95,,19860201.0,40.0
10.18730/JTR0K,G20764,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,KIGURWE - NYAKABUYE - CYANGUGU,-2.52,29.97,,19860201.0,40.0
10.18730/JHC9B,G20765,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,GIHUNDWE - KAMEMBE - CYANGUGU,-2.49,28.93,,19860201.0,40.0
10.18730/K3F4$,G20760,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,NYAKABINGO - KAGANO - CYANGUGU,-2.35,29.12,,19860201.0,40.0
10.18730/JHC68,G20761,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,CYETE - CYIMBOGO - CYANGUGU,-2.54,28.91,,19860201.0,40.0
10.18730/JHC46,G20758,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,MWARA - GATARE - CYANGUGU,-2.72,29.0,,19860201.0,40.0
10.18730/JTQWF,G20748,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,KARAMA - CYUNGO - BYUMBA,-1.67,29.92,,19860201.0,40.0
10.18730/JTQVE,G20746,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,RWANKUBA - MURAMBI - BYUMBA,-1.84,30.34,,19860201.0,40.0
10.18730/JTQRB,G20742,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,GITANDI - CYUNGO - BYUMBA,-1.6,29.94,,19860201.0,40.0
10.18730/JTQSC,G20743,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,KARAMA - MUVUMBA - BYUMBA,-1.47,30.37,,19860201.0,40.0
10.18730/JHCDF,G20744,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,REMERA - MUHURA - BYUMBA,-2.42,28.99,,19860201.0,40.0
10.18730/JTQD0,G20740,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,GATUNDA - MUVUMBA - BYUMBA,-1.42,30.16,,19860201.0,40.0
10.18730/JTQK6,G20735,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,RUKOMO - MUVUMBA - BYUMBA,-1.32,30.3,,19860201.0,40.0
10.18730/K3F3~,G20736,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,MAMFU - MUHURA - BYUMBA,-1.74,30.3,,19860201.0,40.0
10.18730/JTQP9,G20739,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,MURAMBI - BUYOGA - BYUMBA,-1.7,30.02,,19860201.0,40.0
10.18730/JTQN8,G20738,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,KAMIGA - KYIOMBE - BYUMBA,-1.41,30.09,,19860201.0,40.0
10.18730/JTQM7,G20737,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,BIBALE - MUHURA - BYUMBA,-1.47,30.24,,19860201.0,40.0
10.18730/JTQF2,G20731,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,BUGARURA - MUHURA - BYUMBA,-1.74,30.34,,19860201.0,40.0
10.18730/JTQG3,G20732,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,RWIMITERELI - MURAMBI - BYUMBA,-1.81,30.34,,19860201.0,40.0
10.18730/K3F2*,G20728,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,MARABA - MARABA - BUTARE,-2.52,29.68,,19860201.0,40.0
10.18730/JTQA$,G20725,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,MUKOMA - MUYIRA - BUTARE,-2.35,29.02,,19860201.0,40.0
10.18730/JTQB=,G20726,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,GISAKURA - MARABA - BUTARE,-2.75,29.05,,19860201.0,40.0
10.18730/JTQ6Y,G20721,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,MUYIRA - MUYIRA - BUTARE,-2.35,29.87,,19860201.0,40.0
10.18730/JTQ4W,G20719,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,TARE - MARABA - BUTARE,-2.57,29.69,,19860201.0,40.0
10.18730/JTQ5X,G20720,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860201,RWA,BUSORO - MUYIRA - BUTARE,-2.29,29.94,,19860201.0,40.0
10.18730/JTCHP,G50732,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19830701,MDG,42 KM W OF MAHABO TO MOZAMBIQUE CHANNEL - MORONDAVA - TULEAR,-20.3,44.28,10.0,19830701.0,40.0
10.18730/JTC9E,G50538,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19830701,MDG,115 KM NE OF MORONDAVA TO MANAMBOLO DELTA - BELO-TSIRIBIHINA - TULEAR,-19.73,44.54,50.0,19830701.0,40.0
10.18730/JTBS=,G50537,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19830701,MDG,272 KM NE OF TANANARIVE TO ALAOTRA - AMBATONDRAZAKA - TAMATAVE,-17.8,48.43,850.0,19830701.0,40.0
10.18730/JTBFS,G50535,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19830701,MDG,115 KM W OF TANANARIVE TO TAMATAVE - MORAMANGA - TAMATAVE,-18.93,48.23,900.0,19830701.0,40.0
10.18730/JXTNZ,G50107,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19830701,MDG,TULEAR STATION - TULEAR - TULEAR,-23.35,43.69,10.0,19830701.0,40.0
10.18730/JTBDQ,G50099,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19830701,MDG,10 KM N OF ALAOTRA TO ANDILAMENA - AMBATOSOROTRA - TAMATAVE,-17.57,48.53,800.0,19830701.0,40.0
10.18730/JTCDJ,G24469,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19830701,MDG,70 KM NE OF TULEAR TO SAKARAHA - ANDRANOVORY - TULEAR,-23.13,44.15,480.0,19830701.0,40.0
10.18730/JTC49,G24463,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19830701,MDG,9 KM SE OF BELO-TSIRIBIHINA TO MORONDAVA - TSIMAFANA - TULEAR,-19.75,44.59,50.0,19830701.0,40.0
10.18730/JTBV0,G24451,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19830701,MDG,23 KM E OF MORONDAVA TO MAHABO - ANALAIVA - TULEAR,-20.34,44.5,40.0,19830701.0,40.0
10.18730/S4WP2,G24443B,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19830701,MDG,55 KM W OF MOROMANGA TO BRICKAVILLE - BEFORONA - TAMATAVE,-18.97,48.59,400.0,19830701.0,40.0
10.18730/JW3K8,G22479,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19870301,MDG,"15 KM W OF FIANARANTSOA, NASANDRATRONY - FIANARANTSOA - FIANARANTSOA",-21.72,46.93,1040.0,19870301.0,40.0
10.18730/JTDHH,G50546,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19840101,ZWE,12 KM N OF MANDEYA BC - MANDEYA BC - MANICALAND,-18.45,32.97,750.0,19840101.0,20.0
10.18730/JTDGG,G50128,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19840101,ZWE,MPARUTSA BC ROAD TO TEGWE KRAAL - MPARUTSA BC - MANICALAND,-18.45,32.8,800.0,19840101.0,20.0
10.18730/S17P*,G24487A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19840101,ZWE,SAMANGA SCHOOL - SAMANGA - MANICALAND,-18.53,32.73,850.0,19840101.0,20.0
10.18730/JSMX6,G50534,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19820701,BTN,3 KM N FROM SISINA - THIMPHU DZONG - THIMPHU DISTRICT,27.35,89.62,2100.0,19820701.0,20.0
10.18730/S173D,G50533B,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19820701,BTN,"5 KM S FROM THIMPHU DZONG, LUKTIPHU - THIMPHU DZONG - THIMPHU DISTRICT",27.45,89.67,2150.0,19820701.0,20.0
10.18730/JSMQ0,G50531,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19820701,BTN,"13 KM NW FROM MONGAR DZONG, WANGMAKHAR - MONGAR DZONG - MONGAR DISTRICT",27.3,91.24,1300.0,19820701.0,20.0
10.18730/JSMS2,G50532,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19820701,BTN,"VENGKHAR BLOCK, E FROM MONGAR DZONG - MONGAR DZONG - MONGAR DISTRICT",27.29,91.31,1600.0,19820701.0,20.0
10.18730/JSMGY,G50088,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19820701,BTN,"1 KM SW ABOVE LHUNTSHI DZONG, KHOMPANG - LHUNTSHI DZONG - LHUNTSHI DISTRICT",27.67,91.17,1800.0,19820701.0,20.0
10.18730/PFD24,G24441,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19820701,BTN,"4 KM E FROM TASHI YANGTSI DZONG, RIJIGANG - TASHI YANGTSI DZONG - TASHIGANG DISTRICT",27.62,91.52,1750.0,19820701.0,20.0
10.18730/JSMT3,G24440,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19820701,BTN,NGACHANG - MONGAR DZONG - MONGAR DISTRICT,27.27,91.37,1400.0,19820701.0,20.0
10.18730/JSMDV,G24436,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19820701,BTN,"4 KM N FROM JAKAR DZONG, PANGREY - JAKAR DZONG - JAKAR DISTRICT",27.57,90.74,2700.0,19820701.0,20.0
10.18730/S2PEB,G24435A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19820701,BTN,"6 KM FROM CONFLUENCE TO HAA, PHAKHA-DOWAKHA - PARO - PARO DISTRICT",27.28,89.52,2300.0,19820701.0,20.0
10.18730/JSM7N,G24067,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19820701,BTN,"52 KM FROM THIMPHU, MENDIGANG-SISIDING - THIMPHU - THIMPHU DISTRICT",27.52,89.82,1600.0,19820701.0,20.0
10.18730/JXA9S,G50306,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19880201,BDI,"13 KM E MUSHIHA, MUSHIHA, MWIRUZI - CANKUZO - RUYIGI",-3.04,30.77,1410.0,19880201.0,40.0
10.18730/JX9S9,G50298,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19880201,BDI,"11 KM N RUHEHE, BUGAVIRA, KIRI - KIRUNDO - MUYINGA",-2.37,29.99,1400.0,19880201.0,40.0
10.18730/JX90N,G50292,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19880201,BDI,"1.2 KM NE MASANGANZIRA, RUTEGAMA (KABOGI) - GITEGA - GITEGA",-3.41,29.94,1660.0,19880201.0,40.0
10.18730/JTGXE,G24515,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19830628,BDI,"ROADSIDE, NEAR BUJUMBURA - BUJUMBURA - BUJUMBURA",-3.32,29.37,1380.0,19830628.0,40.0
10.18730/JTG8Y,G24514,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19830628,BDI,"2 KM N ISABU, STATION MOSSO, BUKEMBA, RUGWE - RUTANA - RUYIGI",-3.99,30.07,1200.0,19830628.0,40.0
10.18730/JX91P,G24184,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19880201,BDI,"0.8 KM E DEL SITIO DEL IRAZ (MASHITSI), MASHITSI - GIHETA - GITEGA",-3.37,29.92,1700.0,19880201.0,40.0
10.18730/JX8RD,G24183,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19880201,BDI,"8 KM NE MUSHIHA, MUSHIHA, KAREMA - CANKUZO - RUYIGI",-3.02,30.72,1420.0,19880201.0,40.0
10.18730/JW66H,G22572,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19870301,BDI,"2 KM SO DEL SITIO DEL IRAZ, MASHITSI, MUKOBE (KIREMERA) - GIHETA - GITEGA",-3.37,29.89,1650.0,19870301.0,40.0
10.18730/JW63E,G22569,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19870301,BDI,"1.8 KM N DEL SITIO DEL IRAZ (MASHITSI), NYABIKENKE - GIHETA - GITEGA",-3.34,29.91,1610.0,19870301.0,40.0
10.18730/JW5ZA,G22565,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19870301,BDI,"10 KM NO MASANGANZIRA, MUKUNGUGU - GITEGA - GITEGA",-3.39,29.96,1660.0,19870301.0,40.0
10.18730/JW5W7,G22560,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19870301,BDI,"2.4 KM NE RUTEGAMA, MUGUTU - GITEGA - GITEGA",-3.41,29.96,1670.0,19870301.0,40.0
10.18730/JW5V6,G22559,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19870301,BDI,8 KM N RUHEHE - KIRUNDO - MUYINGA,-2.44,30.03,1440.0,19870301.0,40.0
10.18730/JW5P1,G22549,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19870301,BDI,"5 KM NE GITOBE, GITOBE, RUNGAZI - KIRUNDO - MUYINGA",-2.6,30.25,1425.0,19870301.0,40.0
10.18730/PF3M=,G22543,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19870301,BDI,"BUSONI, BURARA, 3 KM NE BUSONI ROUTE A GATARE - KIRUNDO - MUYINGA",-2.5,30.24,1370.0,19870301.0,40.0
10.18730/JW59S,G22538,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19870301,BDI,"12.5 KM NE KIRUNDO, KIRUNDO, YARANDA - KIRUNDO - MUYINGA",-2.52,30.1,1380.0,19870301.0,40.0
10.18730/JW53K,G22532,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19870301,BDI,"2 KM NE KIRUNDO, KIRUNDO, MURAMA - KIRUNDO - MUYINGA",-2.57,30.1,1420.0,19870301.0,40.0
10.18730/JW4YE,G22525,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19870301,BDI,"3 KM NE MUSHIHA, MUSHIHA, MUGERA - CANKUZO - RUYIGI",-3.05,30.69,1400.0,19870301.0,40.0
10.18730/PF3GZ,G22521,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19870301,BDI,"20 KM NE KINYINYA, KINYINYA, RUVERI - KINYINYA - RUYIGI",-3.59,30.42,1190.0,19870301.0,40.0
10.18730/JW4VB,G22515,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19870301,BDI,"29 KM NE GIHOFI, GIHARO, KIBIMBA - RUTANA - RUYIGI",-3.82,30.29,1210.0,19870301.0,40.0
10.18730/JW4N5,G22514,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19870301,BDI,"13.2 KM N MURAGO, RUMONGE, RUTUMO - RUMONGE - BURURI",-3.77,29.43,860.0,19870301.0,40.0
10.18730/JW4J2,G22511,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19870301,BDI,"0.8 KM NE MUGARA, RUMONGE, BUSEBWA - RUMONGE - BURURI",-4.07,29.53,880.0,19870301.0,40.0
10.18730/JW4E=,G22507,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19870301,BDI,"MAKAMBA, NYANZA-LAC, KAZIRABAGENI - NYANZA - BURURI",-4.27,29.62,870.0,19870301.0,40.0
10.18730/JW49Y,G22502,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19870301,BDI,"3.5 KM NE RUGOMBO, CIBITOKE, RUGOMBO - RUGOMBO - BUBANZA",-2.81,29.08,1020.0,19870301.0,40.0
10.18730/JW4B*,G22504,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19870301,BDI,"6.7 KM NE RANDA, KATURA - BUBANZA - BUBANZA",-3.12,29.41,910.0,19870301.0,40.0
10.18730/JW44S,G22497,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19870301,BDI,"13 KM E MUSHIHA, MUSHIHA, MWIRUZI - CANKUZO - RUYIGI",-3.07,30.77,1410.0,19870301.0,40.0
10.18730/JW3YK,G22490,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19870301,BDI,"10 KM NW RUGOMBO, CIBITOKE, RUGOMBO - RUGOMBO - BUBANZA",-2.81,29.05,950.0,19870301.0,40.0
10.18730/JW40N,G22492,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19870301,BDI,"11.2 KM S NYANZA-LAC, MAKAMBA, NYANZA-LAC, KABONGA - NYANZA - BURURI",-4.41,29.68,820.0,19870301.0,40.0
10.18730/JW48X,G22493,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19870301,BDI,"MAKAMBA, NYANZA-LAC, KAZIRABAGENI - NYANZA - BURURI",-4.25,29.62,880.0,19870301.0,40.0
10.18730/JW41P,G22494,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19870301,BDI,"3 KM NE MUSHIHA, MUSHIHA, MUGERA - CANKUZO - RUYIGI",-3.03,30.69,1400.0,19870301.0,40.0
10.18730/JW3WH,G22488,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19870301,BDI,"1.7 KM NE NDAVA, BUGANDA, KAYANGE - CIBITOKE - BUBANZA",-3.02,29.28,890.0,19870301.0,40.0
10.18730/JW3XJ,G22489,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19870301,BDI,"0.3 KM W BUGANDA, CIBITOKE, BUGANDA, GASENYI - BUGANDA - BUBANZA",-2.98,29.2,880.0,19870301.0,40.0
10.18730/JVKGB,G22264,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19861101,BDI,FROM ISABU - KIRUNDO - MUYINGA,-2.59,30.1,,19861101.0,40.0
10.18730/JWR83,G50042,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19871001,MWI,"MISUKU HILLS, KASAMBRA - KASAMBRA - MISUKU HILLS",-9.67,33.52,1494.0,19871001.0,40.0
10.18730/JWZZW,G23210,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19871001,MWI,"MABULABO T.A., JENGOLIMA - JENGOLIMA - MABULABO T.A.",-12.61,33.57,1207.0,19871001.0,40.0
10.18730/JWZEB,G23185,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19871001,MWI,"MABULABO T.A., MAFUNDEYA - MAFUNDEYA - MABULABO T.A.",-12.57,33.62,1219.0,19871001.0,40.0
