DOI,ACCENUMB,ORIGCTY,DECLATITUDE,DECLONGITUDE,Pred_Resistencia,Probabilidad_Resistencia
10.18730/K20EM,G3529,MEX,20.49,-97.11,1,0.98769414
10.18730/K20DK,G3528,MEX,20.2,-96.77,1,0.9925333
10.18730/K1ZKY,G3521,MEX,21.34,-97.76,1,0.97015274
10.18730/K205B,G3511,MEX,16.52,-92.74,0,7.882916e-05
10.18730/K1ZCQ,G3493,MEX,26.76,-107.62,0,0.000117955635
10.18730/K1YN0,G3488,MEX,19.39,-100.15,0,8.133297e-05
10.18730/K1Z5G,G3484,MEX,20.54,-103.44,0,4.255634e-05
10.18730/K1YR3,G3470,MEX,19.44,-100.39,0,7.204168e-05
10.18730/K1YQ2,G3469,MEX,19.24,-101.47,0,4.650246e-05
10.18730/K1YK=,G3456,MEX,20.87,-103.86,0,4.0774175e-05
10.18730/K1XQ7,G3454,MEX,20.32,-102.76,0,3.7448845e-05
10.18730/K1Y2J,G3446,MEX,20.26,-100.94,0,3.7958293e-05
10.18730/K1XTA,G3437,MEX,23.67,-102.98,0,4.2470194e-05
10.18730/K1XS9,G3436,MEX,22.65,-103.7,0,4.9723545e-05
10.18730/K1XN5,G3431,MEX,23.85,-103.03,0,3.549696e-05
10.18730/K1XH1,G3427,MEX,23.64,-103.62,0,4.3870965e-05
10.18730/K1XK3,G3429,MEX,22.96,-102.73,0,3.979194e-05
10.18730/K1XFU,G3425,MEX,22.49,-101.97,0,2.405448e-05
10.18730/S2D9E,G3418A,MEX,20.0,-97.59,1,0.99965847
10.18730/K1XAZ,G3420,MEX,23.85,-103.11,0,3.9074122e-05
10.18730/K1X9Y,G3417,MEX,19.05,-97.97,0,4.3021846e-05
10.18730/K1WM9,G3414,MEX,18.66,-97.64,0,4.504713e-05
10.18730/K1XC~,G3415,MEX,18.99,-98.44,0,4.9031132e-05
10.18730/K1X8X,G3416,MEX,19.02,-98.4,0,5.5840173e-05
10.18730/K1X5T,G3412,MEX,19.37,-98.56,0,2.993568e-05
10.18730/K1X3R,G3410,MEX,19.28,-98.52,0,2.8622102e-05
10.18730/K1X2Q,G3409,MEX,18.18,-97.17,0,6.651648e-05
10.18730/K1WZM,G3406,MEX,19.11,-98.32,0,4.5103527e-05
10.18730/K1WVG,G3402,MEX,19.29,-98.48,0,4.390407e-05
10.18730/K1WSE,G3400,MEX,19.24,-98.51,0,3.919463e-05
10.18730/S4K7*,G3399A,MEX,19.13,-98.46,0,5.504842e-05
10.18730/K1WQC,G3397,MEX,19.12,-97.94,0,5.0614395e-05
10.18730/K1WPB,G3396,MEX,19.04,-98.39,0,4.3770167e-05
10.18730/K1WNA,G3395,MEX,19.0,-98.37,0,5.242511e-05
10.18730/K3GF3,G3394,MEX,19.02,-98.36,0,5.7480265e-05
10.18730/K1WH6,G3392,MEX,19.2,-98.47,0,3.931007e-05
10.18730/K1WG5,G3391,MEX,19.09,-98.33,0,4.2983214e-05
10.18730/K1WF4,G3390,MEX,18.99,-97.46,0,3.2265176e-05
10.18730/K1W8$,G3382,MEX,18.97,-97.84,0,5.2667594e-05
10.18730/K1WAU,G3383,MEX,18.9,-98.42,0,4.280556e-05
10.18730/K1WK8,G3384,MEX,19.12,-98.49,0,5.8272868e-05
10.18730/PE879,G3377,MEX,18.52,-97.49,0,4.072525e-05
10.18730/K1W5Z,G3379,MEX,19.87,-97.58,0,0.00021972512
10.18730/K1W9=,G3375,MEX,18.52,-97.87,0,4.3129097e-05
10.18730/K1VZS,G3370,MEX,19.87,-97.45,0,0.0070710634
10.18730/K1W0T,G3371,MEX,18.99,-97.77,0,4.7158806e-05
10.18730/K1W1V,G3372,MEX,18.5,-97.52,0,3.6122186e-05
10.18730/K1W3X,G3373,MEX,19.1,-97.56,0,4.3526998e-05
10.18730/K1VVN,G3366,MEX,19.91,-97.41,1,0.98709303
10.18730/K1VPG,G3361,MEX,19.1,-97.42,0,2.7303233e-05
10.18730/K1W2W,G3364,MEX,19.79,-97.32,0,0.00048440674
10.18730/K1VQH,G3362,MEX,19.22,-98.39,0,4.3438507e-05
10.18730/K1VKD,G3357,MEX,19.5,-97.34,0,3.6199468e-05
10.18730/K1VME,G3359,MEX,20.29,-97.99,1,0.99908674
10.18730/K1VE8,G3350,MEX,18.84,-97.57,0,3.8940616e-05
10.18730/K1VGA,G3344,MEX,19.62,-97.62,0,3.6514768e-05
10.18730/K1VA4,G3346,MEX,19.84,-97.39,0,0.00047645185
10.18730/K1V71,G3343,MEX,19.62,-97.82,0,4.0372823e-05
10.18730/K1V4=,G3341,MEX,18.9,-98.57,0,9.641395e-05
10.18730/K1V0Z,G3337,MEX,19.48,-97.38,0,2.4427893e-05
10.18730/K1TZY,G3336,MEX,19.3,-98.43,0,3.9164515e-05
10.18730/K1VHB,G3335,MEX,18.58,-98.06,0,4.565972e-05
10.18730/K1TSR,G3330,MEX,19.37,-97.61,0,3.224137e-05
10.18730/K1GBQ,G2927,MEX,16.75,-93.04,0,9.250119e-05
10.18730/K1FZB,G2914,MEX,19.95,-102.3,0,4.3990865e-05
10.18730/K1G9N,G2911,MEX,18.58,-100.88,0,0.00012377238
10.18730/K1FR4,G2905,MEX,19.07,-97.03,1,0.99556893
10.18730/K1FS5,G2906,MEX,18.25,-97.13,0,7.580827e-05
10.18730/K1FT6,G2907,MEX,16.92,-96.34,0,3.479999e-05
10.18730/K1G3F,G2903,MEX,18.37,-97.27,0,4.5021876e-05
10.18730/K1G4G,G2904,MEX,17.96,-96.19,1,0.99933654
10.18730/K1F1J,G2879,MEX,28.58,-109.57,0,9.403966e-05
10.18730/K1FCX,G2876,MEX,20.42,-104.52,0,0.00011111438
10.18730/K1FBW,G2875,MEX,21.3,-100.52,0,2.8795925e-05
10.18730/K1F9T,G2873,MEX,19.7,-101.12,0,4.148281e-05
10.18730/K1ER9,G2870,MEX,19.52,-101.6,0,5.6117067e-05
10.18730/K1ESA,G2871,MEX,19.47,-101.73,0,6.150357e-05
10.18730/K1EQ8,G2869,MEX,21.22,-104.77,0,0.00041937976
10.18730/K1F5P,G2867,MEX,21.53,-104.88,0,0.0002399377
10.18730/K1F6Q,G2868,MEX,22.82,-105.12,0,0.00029095728
10.18730/JZA5$,G284,MEX,16.73,-98.61,0,0.0012740381
10.18730/K1E0P,G2832,MEX,19.98,-102.27,0,3.822058e-05
10.18730/K1E7X,G2833,MEX,20.0,-102.17,0,4.5060064e-05
10.18730/S4K4X,G2831C,MEX,20.67,-103.33,0,0.000101145175
10.18730/K1E2R,G2830,MEX,19.58,-102.48,0,4.160658e-05
10.18730/K1DPC,G2820,MEX,21.88,-102.3,0,2.1349308e-05
10.18730/JZ9GD,G282,MEX,17.08,-97.0,0,3.319985e-05
10.18730/JZ9EB,G280,MEX,16.99,-96.79,0,3.6169826e-05
10.18730/K1D0V,G2788,MEX,23.64,-103.66,0,3.7508387e-05
10.18730/K1CFA,G2785,MEX,26.93,-105.67,0,4.3778353e-05
10.18730/K1CGB,G2786,MEX,23.86,-104.24,0,2.9020688e-05
10.18730/JZ9C9,G278,MEX,17.42,-96.82,0,3.9518112e-05
10.18730/K1CHC,G2778,MEX,26.94,-107.17,0,7.5634314e-05
10.18730/K1C94,G2777,MEX,26.85,-107.45,0,0.00017923873
10.18730/K1C61,G2774,MEX,27.07,-106.17,0,3.2101958e-05
10.18730/K1CJD,G2772,MEX,24.79,-104.45,0,3.948233e-05
10.18730/K1C50,G2773,MEX,24.74,-104.34,0,3.165873e-05
10.18730/S5B2J,G2771A,MEX,21.09,-104.42,0,0.00016878097
10.18730/K1C1~,G2770,MEX,19.77,-103.12,0,4.760895e-05
10.18730/K19AM,G2670,MEX,19.32,-97.95,0,5.729114e-05
10.18730/K192C,G2662,MEX,18.37,-97.5,0,7.699427e-05
10.18730/K196G,G2648,MEX,19.0,-102.17,0,7.9963924e-05
10.18730/K18V5,G2646,MEX,19.97,-101.13,0,2.8174876e-05
10.18730/K18FY,G2643,MEX,20.28,-102.34,0,3.9195078e-05
10.18730/S2D49,G2636A,MEX,20.14,-103.06,0,5.575945e-05
10.18730/K18J~,G2637,MEX,21.18,-102.47,0,3.0239162e-05
10.18730/K185M,G2632,MEX,19.54,-103.4,0,5.7163055e-05
10.18730/K184K,G2631,MEX,19.64,-103.42,0,6.049573e-05
10.18730/K17VA,G2622,MEX,20.49,-101.73,0,2.598911e-05
10.18730/K17N4,G2616,MEX,21.05,-101.72,0,2.9990255e-05
10.18730/K17K2,G2614,MEX,21.14,-101.74,0,2.3443265e-05
10.18730/K17R7,G2610,MEX,16.46,-91.78,1,0.9932575
10.18730/K17BZ,G2606,MEX,16.33,-91.99,0,0.00010682744
10.18730/K14GE,G2503,MEX,23.59,-103.25,0,4.266683e-05
10.18730/K14FD,G2502,MEX,19.71,-96.86,1,0.8935361
10.18730/K14CA,G2499,MEX,19.14,-98.17,0,4.5363682e-05
10.18730/K1486,G2494,MEX,17.29,-96.5,0,7.89414e-05
10.18730/K1475,G2493,MEX,17.32,-96.47,0,7.21854e-05
10.18730/K1464,G2492,MEX,16.57,-96.74,0,3.1688236e-05
10.18730/K13X*,G2483,MEX,19.81,-104.21,0,4.2922587e-05
10.18730/K13TX,G2480,MEX,20.25,-103.56,0,3.4903056e-05
10.18730/K13QT,G2477,MEX,19.47,-103.32,0,4.5593584e-05
10.18730/K1420,G2470,MEX,18.22,-100.52,0,0.00013028935
10.18730/K13EH,G2468,MEX,20.38,-101.16,0,3.0940246e-05
10.18730/K138B,G2462,MEX,23.38,-105.38,0,0.0007733374
10.18730/K13SW,G2461,MEX,24.54,-104.75,0,4.6892423e-05
10.18730/JYASX,G24604,MEX,17.03,-96.77,0,3.0033732e-05
10.18730/JYAEJ,G24605,MEX,20.7,-102.42,0,3.8165985e-05
10.18730/S4EX5,G24603A,MEX,16.5,-92.49,0,0.00031740862
10.18730/JYABF,G24602,MEX,16.71,-92.86,0,0.00021602644
10.18730/S6MXS,G24600A,MEX,16.47,-92.44,0,0.0001561337
10.18730/PHQDF,G24599,MEX,16.48,-92.52,0,0.00027354635
10.18730/JYA26,G24595,MEX,16.48,-92.57,0,0.00031982257
10.18730/JYA15,G24594,MEX,16.75,-92.9,0,0.00011344924
10.18730/JY9KW,G24591,MEX,16.33,-92.43,0,0.0002582321
10.18730/JY9GS,G24589,MEX,16.25,-91.83,1,0.99295133
10.18730/JY9NY,G24587,MEX,16.44,-92.59,0,0.00014338108
10.18730/JY9Y2,G24588,MEX,16.33,-92.38,0,0.00035171714
10.18730/PG9V0,G24582,MEX,16.33,-92.45,0,0.00034579326
10.18730/S6MTP,G24581C,MEX,16.47,-92.54,0,0.00036072638
10.18730/JY97G,G24580,MEX,16.47,-92.59,0,0.00028392422
10.18730/S1GSV,G24577A,MEX,16.82,-92.24,1,0.9962314
10.18730/S4EW4,G24575A,MEX,16.63,-96.58,0,0.0003491449
10.18730/JY8N=,G24576,MEX,16.8,-96.52,0,3.280331e-05
10.18730/S6MRM,G24574A,MEX,16.47,-96.53,0,3.006557e-05
10.18730/JY8FX,G24573,MEX,16.22,-96.7,0,0.00031907094
10.18730/S56CG,G24572A,MEX,15.98,-96.52,0,0.0068867635
10.18730/JY8EW,G24570,MEX,17.08,-97.42,0,7.044083e-05
10.18730/K12V=,G2451,MEX,16.99,-92.94,0,0.00012217832
10.18730/K137A,G2445,MEX,16.77,-92.07,1,0.9962763
10.18730/JRANQ,G24432,MEX,19.19,-97.02,1,0.9986259
10.18730/JRA46,G24430,MEX,20.04,-97.52,1,0.99977106
10.18730/JRAJM,G24429,MEX,19.94,-97.59,1,0.9848069
10.18730/JY78V,G24393,MEX,20.12,-103.18,0,8.5438034e-05
10.18730/JY75R,G24390,MEX,21.35,-104.53,0,0.0002851121
10.18730/JY76S,G24391,MEX,20.97,-104.48,0,0.00021448858
10.18730/JY77T,G24392,MEX,20.73,-102.53,0,4.308051e-05
10.18730/JY73P,G24388,MEX,21.0,-103.82,0,5.236381e-05
10.18730/JY74Q,G24389,MEX,20.83,-103.33,0,6.973398e-05
10.18730/JY6TD,G24387,MEX,20.44,-103.32,0,9.00905e-05
10.18730/K3FSJ,G24385,MEX,20.4,-103.58,0,4.236199e-05
10.18730/JY6N8,G24386,MEX,21.0,-103.42,0,5.8718626e-05
10.18730/JY70K,G24384,MEX,20.41,-103.67,0,3.9510687e-05
10.18730/JY6VE,G24379,MEX,20.97,-103.72,0,4.146264e-05
10.18730/JY6XG,G24381,MEX,20.72,-103.28,0,8.514328e-05
10.18730/S566A,G24377A,MEX,20.1,-102.92,0,5.784776e-05
10.18730/JY71M,G24378,MEX,16.4,-97.08,0,0.00078240887
10.18730/PG9KX,G24374,MEX,19.17,-100.2,0,5.5305456e-05
10.18730/PG9MY,G24375,MEX,19.09,-100.33,0,7.905153e-05
10.18730/JY6RB,G24376,MEX,19.17,-100.32,0,0.000103743354
10.18730/JY6SC,G24371,MEX,19.4,-103.37,0,6.539968e-05
10.18730/JY6P9,G24372,MEX,18.88,-100.25,0,0.00013697246
10.18730/JY6QA,G24373,MEX,18.65,-100.4,0,0.00020915951
10.18730/PG9JW,G24370,MEX,20.4,-102.33,0,4.2538773e-05
10.18730/S6MMG,G24366A,MEX,20.48,-103.4,0,4.889395e-05
10.18730/JY6J5,G24367,MEX,20.2,-102.45,0,3.5777543e-05
10.18730/JY6H4,G24365,MEX,19.4,-103.53,0,4.3975513e-05
10.18730/JY6F2,G24363,MEX,19.28,-103.17,0,0.00045096036
10.18730/JY6G3,G24364,MEX,19.4,-103.33,0,7.0028924e-05
10.18730/JY6CU,G24359,MEX,20.62,-103.15,0,9.0649955e-05
10.18730/JY6D0,G24360,MEX,20.77,-103.53,0,3.014961e-05
10.18730/JY61S,G24361,MEX,19.28,-103.25,0,5.8947702e-05
10.18730/K3GVF,G24362,MEX,19.3,-103.08,0,6.931081e-05
10.18730/JY6B=,G24358,MEX,19.3,-100.42,0,5.6258148e-05
10.18730/PG9HV,G24356,MEX,17.17,-100.4,0,4.4002234e-05
10.18730/JY6A$,G24357,MEX,18.38,-100.07,0,0.00020056863
10.18730/JY68*,G24354,MEX,17.35,-99.48,0,0.00017789603
10.18730/JY66Y,G24351,MEX,19.57,-104.22,0,0.0010069554
10.18730/JY5SH,G24352,MEX,20.1,-102.87,0,5.875649e-05
10.18730/JY6E1,G24353,MEX,24.18,-104.4,0,4.2477684e-05
10.18730/JY64W,G24348,MEX,19.6,-103.55,0,0.0006665727
10.18730/JY65X,G24349,MEX,19.7,-104.2,0,3.795344e-05
10.18730/K3GTE,G24350,MEX,19.62,-104.2,0,0.0004255948
10.18730/S6MKF,G24345A,MEX,21.03,-104.48,0,0.00021073593
10.18730/JY62T,G24346,MEX,20.42,-103.58,0,4.136718e-05
10.18730/JY63V,G24347,MEX,19.6,-103.53,0,0.00016201907
10.18730/K3FRH,G24343,MEX,20.17,-103.92,0,4.4828874e-05
10.18730/JY67Z,G24344,MEX,20.58,-103.33,0,8.167822e-05
10.18730/JY5XN,G24339,MEX,20.13,-103.88,0,0.00013261523
10.18730/JY5YP,G24340,MEX,20.13,-103.9,0,0.00015727137
10.18730/JY5ZQ,G24341,MEX,20.18,-103.9,0,5.7585163e-05
10.18730/JY5VK,G24337,MEX,20.12,-103.85,0,0.0001389233
10.18730/S3PYF,G24334B,MEX,20.08,-103.85,0,0.000116110394
10.18730/JY5QF,G24330,MEX,19.6,-103.37,0,7.10402e-05
10.18730/PG9CP,G24332,MEX,19.95,-103.78,0,4.7977257e-05
10.18730/K128G,G2433,MEX,21.79,-102.36,0,2.7293312e-05
10.18730/S6MHD,G24329A,MEX,19.92,-103.35,0,6.619459e-05
10.18730/JY5PE,G24328,MEX,19.45,-104.37,0,0.00068522355
10.18730/JY5ND,G24327,MEX,19.57,-104.38,0,0.00016489021
10.18730/JY5MC,G24326,MEX,20.78,-104.2,0,7.441828e-05
10.18730/JY5KB,G24325,MEX,20.65,-103.7,0,3.6589365e-05
10.18730/S3PXE,G24324A,MEX,20.57,-103.15,0,8.247325e-05
10.18730/JY5C4,G24323,MEX,17.08,-93.08,1,0.99122065
10.18730/S1GJM,G24276D,MEX,27.0,-107.72,0,5.575919e-05
10.18730/PGCTN,G24277,MEX,27.17,-107.25,0,4.0921183e-05
10.18730/K123B,G2408,MEX,27.4,-108.85,0,7.696388e-05
10.18730/S489F,G24009B,MEX,24.71,-100.02,0,3.3960114e-05
10.18730/JVYCT,G23850,MEX,24.87,-100.14,0,4.0777555e-05
10.18730/JXWHH,G23677,MEX,20.67,-102.38,0,3.2156404e-05
10.18730/JXWJJ,G23678,MEX,20.9,-102.37,0,4.1253094e-05
10.18730/PGCQJ,G23650,MEX,19.7,-100.55,0,3.8382244e-05
10.18730/JXVGN,G23651,MEX,19.7,-100.47,0,2.9595112e-05
10.18730/JXVFM,G23649,MEX,19.57,-100.47,0,3.618304e-05
10.18730/K105Q,G2362,MEX,16.23,-93.95,0,0.0006238008
10.18730/PG75S,G23590,MEX,17.57,-96.55,1,0.9934232
10.18730/PG76T,G23591,MEX,16.28,-95.88,0,0.0003228028
10.18730/K10H=,G2359,MEX,16.27,-95.6,0,0.00040966488
10.18730/PGCNG,G23555,MEX,23.92,-104.57,0,3.8925802e-05
10.18730/JXMSW,G23556,MEX,24.0,-104.73,0,3.288892e-05
10.18730/S4D8T,G23554F,MEX,24.2,-104.1,0,4.5975667e-05
10.18730/JXMBE,G23550,MEX,21.25,-103.17,0,5.318812e-05
10.18730/JXMCF,G23551,MEX,23.33,-105.88,0,0.0010141139
10.18730/JXMDG,G23552,MEX,23.6,-104.33,0,3.5454366e-05
10.18730/JXM9C,G23548,MEX,23.48,-105.93,0,0.00038272495
10.18730/K0ZYG,G2355,MEX,16.0,-95.75,0,4.193085e-05
10.18730/S548P,G23547A,MEX,24.03,-104.0,0,4.1983785e-05
10.18730/PGCKE,G23545,MEX,24.33,-104.28,0,3.6641148e-05
10.18730/S5SYD,G23542A,MEX,18.97,-99.03,0,6.50188e-05
10.18730/PG72P,G23543,MEX,18.96,-99.11,0,5.7104215e-05
10.18730/JXC8E,G23544,MEX,19.0,-99.07,0,0.00011979295
10.18730/JXCW$,G23541,MEX,18.67,-99.32,0,8.0514146e-05
10.18730/K0ZXF,G2354,MEX,16.73,-92.62,0,0.00016845218
10.18730/PG71N,G23540,MEX,19.0,-99.13,0,0.00013121459
10.18730/JXC7D,G23536,MEX,18.82,-98.75,0,4.8155103e-05
10.18730/K3NCC,G23535,MEX,18.95,-99.08,0,3.924688e-05
10.18730/JXCGP,G23533,MEX,18.83,-99.4,0,4.9915292e-05
10.18730/JXC4A,G23534,MEX,18.97,-99.08,0,5.1110586e-05
10.18730/JXCMT,G23530,MEX,18.95,-99.5,0,8.8480854e-05
10.18730/JXCDK,G23531,MEX,18.9,-99.97,0,9.2775306e-05
10.18730/PGCFA,G23526,MEX,19.0,-99.0,0,8.933818e-05
10.18730/JXBQ$,G23522,MEX,18.87,-98.82,0,4.4543995e-05
10.18730/S6HJX,G23511A,MEX,19.72,-104.2,0,4.2216685e-05
10.18730/JXBJX,G23512,MEX,20.26,-103.94,0,7.554262e-05
10.18730/JXBX3,G23510,MEX,19.73,-104.22,0,4.081864e-05
10.18730/JXCFN,G23507,MEX,19.53,-103.58,0,0.0031239486
10.18730/JXBZ5,G23505,MEX,18.98,-99.1,0,7.2708724e-05
10.18730/PGCB6,G23506,MEX,19.92,-103.33,0,7.6062795e-05
10.18730/PHX09,G23482,MEX,21.68,-103.05,0,2.9688284e-05
10.18730/JXGH3,G23480,MEX,21.22,-101.8,0,3.2950324e-05
10.18730/JXBSU,G23470,MEX,17.32,-96.03,1,0.99969745
10.18730/S34PQ,G2346B,MEX,16.75,-92.63,0,0.00011245146
10.18730/JXCRY,G23468,MEX,18.9,-99.03,0,3.737756e-05
10.18730/JXD01,G23466,MEX,18.9,-99.0,0,4.1859414e-05
10.18730/JXCQX,G23467,MEX,18.94,-99.02,0,3.7629772e-05
10.18730/JXCT*,G23465,MEX,19.0,-99.02,0,9.156181e-05
10.18730/JXD9A,G23463,MEX,28.33,-108.5,0,0.00021047608
10.18730/JX3Y7,G23433,MEX,20.32,-101.2,0,3.469147e-05
10.18730/JX3BS,G23431,MEX,19.03,-100.05,0,6.616253e-05
10.18730/JX3K~,G23432,MEX,18.95,-99.43,0,0.00022408518
10.18730/JX39Q,G23430,MEX,17.57,-99.41,0,4.331594e-05
10.18730/S1NT3,G2342A,MEX,16.55,-92.47,0,0.00010656352
10.18730/JX2T8,G23429,MEX,18.97,-98.38,0,5.394921e-05
10.18730/S4BC3,G23415G,MEX,21.13,-99.62,0,5.3156476e-05
10.18730/K0ZH3,G2340,MEX,16.13,-91.92,0,0.00025819344
10.18730/K0YH8,G2295,MEX,18.87,-97.1,0,0.017344527
10.18730/S2SM2,G22840A,MEX,17.28,-97.69,0,5.1480787e-05
10.18730/JWGSQ,G22839,MEX,19.04,-99.27,0,0.0003236811
10.18730/JRB2U,G22836,MEX,19.87,-97.43,0,0.0342031
10.18730/JWG0=,G22837,MEX,26.93,-106.42,0,3.3073953e-05
10.18730/JRAVX,G22833,MEX,18.44,-95.02,1,0.98438674
10.18730/K3ENK,G22830,MEX,23.37,-100.75,0,3.3763714e-05
10.18730/JRA8A,G22829,MEX,23.66,-100.72,0,3.4100667e-05
10.18730/JR9DM,G22828,MEX,21.85,-100.74,0,3.0285883e-05
10.18730/JR8RU,G22825,MEX,17.72,-97.32,0,4.127407e-05
10.18730/JR97E,G22826,MEX,22.46,-100.71,0,2.8054517e-05
10.18730/JR8Y5,G22827,MEX,21.8,-100.7,0,2.5425077e-05
10.18730/JR929,G22824,MEX,17.73,-97.37,0,4.3122396e-05
10.18730/JR907,G22822,MEX,17.57,-97.35,0,5.4905242e-05
10.18730/S4TVH,G22821A,MEX,17.52,-97.32,0,4.1992273e-05
10.18730/K0Y0W,G2282,MEX,18.88,-96.95,1,0.96983933
10.18730/S4TTG,G22817A,MEX,16.87,-96.78,0,3.7469992e-05
10.18730/JR8V2,G22818,MEX,16.98,-96.77,0,3.056454e-05
10.18730/JR8T1,G22816,MEX,16.78,-96.67,0,4.2597512e-05
10.18730/JR85H,G22811,MEX,19.9,-100.45,0,2.7483275e-05
10.18730/JR89N,G22815,MEX,17.15,-96.75,0,3.0674393e-05
10.18730/JR87K,G22806,MEX,16.09,-96.46,0,0.0012904763
10.18730/JR7S5,G22803,MEX,16.32,-96.61,0,4.053083e-05
10.18730/JR7YA,G22804,MEX,16.05,-96.43,0,0.00066513027
10.18730/JR8ET,G22809,MEX,18.36,-99.86,0,7.7976925e-05
10.18730/JR7X9,G22808,MEX,16.82,-92.52,0,0.0003475901
10.18730/S2N13,G22801A,MEX,15.92,-96.17,0,0.00016677503
10.18730/JR83F,G22802,MEX,16.07,-96.77,0,0.0014475646
10.18730/JR82E,G22800,MEX,15.75,-96.45,0,5.0868774e-05
10.18730/K0XPJ,G2280,MEX,18.45,-97.38,0,4.365878e-05
10.18730/JR80C,G22798,MEX,17.54,-97.35,0,3.8371996e-05
10.18730/JR7G~,G22790,MEX,18.14,-100.39,0,0.00011147681
10.18730/JR6YF,G22786,MEX,19.24,-97.89,0,6.4701075e-05
10.18730/K0X1$,G2249,MEX,27.44,-109.57,0,4.481105e-05
10.18730/JW1YX,G22309,MEX,18.93,-99.08,0,3.9026603e-05
10.18730/JVRKT,G22143,MEX,21.46,-100.89,0,2.8969838e-05
10.18730/JVQ7K,G22091,MEX,19.31,-97.76,0,3.483841e-05
10.18730/JVQBQ,G22070,MEX,28.62,-106.07,0,3.2930533e-05
10.18730/JVPZB,G22047,MEX,20.47,-100.99,0,4.0114577e-05
10.18730/JVPH$,G22026,MEX,27.96,-106.12,0,3.4703717e-05
10.18730/JVPJ=,G22027,MEX,27.63,-105.95,0,3.9196686e-05
10.18730/JVPG~,G22025,MEX,26.81,-107.1,0,8.1197046e-05
10.18730/JVPF*,G22024,MEX,16.78,-92.34,0,0.0010317247
10.18730/K0VKS,G2193,MEX,25.42,-101.0,0,3.1021078e-05
10.18730/JVYDV,G21192,MEX,24.71,-100.14,0,2.936061e-05
10.18730/JVY6M,G21193,MEX,24.53,-99.79,0,4.051066e-05
10.18730/JVY2G,G21191,MEX,23.79,-100.14,0,2.6473293e-05
10.18730/JVW6Y,G21161,MEX,24.21,-100.1,0,3.646494e-05
10.18730/JVWH4,G21156,MEX,24.24,-99.69,0,5.7606092e-05
10.18730/JVW0R,G21152,MEX,24.32,-99.79,0,3.9248076e-05
10.18730/JVVMC,G21142,MEX,23.45,-100.19,0,3.2661876e-05
10.18730/JVVB3,G21139,MEX,23.4,-99.99,0,2.5338883e-05
10.18730/JVTPK,G21126,MEX,24.41,-99.8,0,4.110434e-05
10.18730/JVWCU,G19936,MEX,23.96,-99.77,0,3.715275e-05
10.18730/K0KNY,G1939,MEX,14.9,-92.28,1,0.95259386
10.18730/JMKFM,G19207,MEX,18.92,-102.63,0,7.2095696e-05
10.18730/JMJTU,G19167,MEX,17.3,-96.92,0,3.0957952e-05
10.18730/JMJW1,G19169,MEX,26.87,-107.08,0,9.177703e-05
10.18730/PEW0D,G19161,MEX,19.03,-97.03,1,0.9962274
10.18730/JMJMY,G19163,MEX,17.33,-96.9,0,3.0727766e-05
10.18730/S41AE,G19158C,MEX,19.11,-98.47,0,5.3100135e-05
10.18730/JMJJW,G19155,MEX,17.52,-96.91,0,8.197199e-05
10.18730/PEVXA,G19153,MEX,18.02,-98.18,0,7.44645e-05
10.18730/JMJ0A,G19122,MEX,16.8,-96.66,0,4.150002e-05
10.18730/JMHEX,G19116,MEX,19.71,-100.57,0,4.4625758e-05
10.18730/JMHGZ,G19118,MEX,19.06,-101.55,0,0.0001043831
10.18730/JMHNU,G19111,MEX,20.07,-102.73,0,4.136509e-05
10.18730/JMHQ1,G19113,MEX,19.73,-101.08,0,3.433401e-05
10.18730/JMHK$,G19107,MEX,18.97,-99.61,0,0.00012479382
10.18730/JMHH*,G19104,MEX,19.63,-98.96,0,3.088986e-05
10.18730/JMH4K,G19102,MEX,19.12,-98.78,0,5.8802452e-05
10.18730/JMH3J,G19101,MEX,19.34,-98.74,0,0.00021692677
10.18730/JMHDW,G19099,MEX,19.51,-98.91,0,3.160238e-05
10.18730/JMGWB,G19095,MEX,19.27,-98.9,0,4.1168714e-05
10.18730/JMH1G,G19085,MEX,20.3,-103.89,0,0.00018190361
10.18730/K3DPS,G19076,MEX,20.84,-102.78,0,5.873375e-05
10.18730/JMGGU,G19078,MEX,21.18,-102.49,0,3.1762695e-05
10.18730/JMGN4,G19069,MEX,20.17,-103.07,0,5.051593e-05
10.18730/PEVAW,G19057,MEX,18.32,-101.49,0,0.00013174945
10.18730/JMGBZ,G19058,MEX,17.25,-100.67,0,6.487945e-05
10.18730/JMG5S,G19053,MEX,21.02,-100.79,0,2.9934281e-05
10.18730/JMG7V,G19054,MEX,20.58,-101.2,0,3.1221734e-05
10.18730/JMFK7,G19042,MEX,25.52,-103.54,0,5.61877e-05
10.18730/PEV5Q,G19035,MEX,16.72,-93.64,0,9.428874e-05
10.18730/S2HP7,G19027A,MEX,16.82,-92.92,0,0.0001305718
10.18730/JMFG4,G19028,MEX,16.05,-92.12,0,0.00043050986
10.18730/JMFC0,G19030,MEX,15.86,-91.97,0,0.00035783762
10.18730/PEV0J,G19020,MEX,16.57,-92.71,0,0.000107074455
10.18730/JMEYQ,G19018,MEX,23.37,-109.76,0,3.5829336e-05
10.18730/JMFBU,G19017,MEX,22.08,-102.17,0,3.0049918e-05
10.18730/JMD53,G18963,MEX,30.91,-109.47,0,3.5912737e-05
10.18730/S11FJ,G18962A,MEX,27.73,-108.75,0,6.774092e-05
10.18730/JMBKV,G18851,MEX,27.0,-105.47,0,3.122016e-05
